payment_id,order_id,payment_method,amount,status,transaction_date,failure_reason,refund_amount
PAY_0011711,ORD_0011711,Credit Card,117.61,Completed,2023-11-18,,0.0
PAY_0011712,ORD_0011712,Credit Card,303.5,Completed,2024-11-08,,0.0
PAY_0011713,ORD_0011713,Debit Card,55.35,Partially Refunded,2024-09-03,,30.54
PAY_0011714,ORD_0011714,Apple Pay,117.77,Completed,2023-12-13,,0.0
PAY_0011715,ORD_0011715,Credit Card,130.42,Completed,2024-01-31,,0.0
PAY_0011716,ORD_0011716,Credit Card,195.33,Completed,2024-03-02,,0.0
PAY_0011717,ORD_0011717,Credit Card,210.06,Completed,2024-05-09,,0.0
PAY_0011718,ORD_0011718,Credit Card,118.9,Completed,2024-06-08,,0.0
PAY_0011719,ORD_0011719,Debit Card,107.83,Completed,2024-06-22,,0.0
PAY_0011720,ORD_0011720,Credit Card,26.31,Completed,2024-10-02,,0.0
PAY_0011721,ORD_0011721,PayPal,53.12,Failed,2024-11-10,Card declined,0.0
PAY_0011722,ORD_0011722,Credit Card,76.21,Partially Refunded,2023-12-23,,49.83
PAY_0011723,ORD_0011723,Klarna,354.1,Completed,2024-01-23,,0.0
PAY_0011724,ORD_0011724,Debit Card,55.06,Pending,2024-05-11,,0.0
PAY_0011725,ORD_0011725,Credit Card,52.75,Refunded,2024-08-01,,49.1
PAY_0011726,ORD_0011726,Credit Card,132.19,Completed,2024-08-13,,0.0
PAY_0011727,ORD_0011727,Credit Card,55.48,Completed,2024-10-25,,0.0
PAY_0011728,ORD_0011728,Credit Card,142.39,Completed,2024-10-28,,0.0
PAY_0011729,ORD_0011729,Credit Card,78.9,Completed,2024-12-18,,0.0
PAY_0011730,ORD_0011730,Credit Card,131.5,Partially Refunded,2024-12-05,,103.73
PAY_0011731,ORD_0011731,Apple Pay,204.57,Completed,2023-01-05,,0.0
PAY_0011732,ORD_0011732,Debit Card,89.08,Partially Refunded,2023-01-28,,67.15
PAY_0011733,ORD_0011733,Credit Card,51.56,Partially Refunded,2023-02-08,,20.08
PAY_0011734,ORD_0011734,Credit Card,34.93,Partially Refunded,2023-03-23,,33.52
PAY_0011735,ORD_0011735,Credit Card,116.58,Completed,2023-06-07,,0.0
PAY_0011736,ORD_0011736,Credit Card,68.7,Completed,2023-06-10,,0.0
PAY_0011737,ORD_0011737,Credit Card,116.81,Partially Refunded,2023-07-14,,79.42
PAY_0011738,ORD_0011738,Apple Pay,179.5,Completed,2023-10-27,,0.0
PAY_0011739,ORD_0011739,Klarna,117.97,Completed,2024-02-10,,0.0
PAY_0011740,ORD_0011740,Credit Card,61.53,Partially Refunded,2024-09-06,,23.31
PAY_0011741,ORD_0011741,Debit Card,210.74,Completed,2024-07-08,,0.0
PAY_0011742,ORD_0011742,Credit Card,162.63,Completed,2024-11-24,,0.0
PAY_0011743,ORD_0011743,Klarna,73.16,Completed,2024-09-04,,0.0
PAY_0011744,ORD_0011744,PayPal,137.99,Pending,2024-09-18,,0.0
PAY_0011745,ORD_0011745,Debit Card,92.06,Completed,2024-11-25,,0.0
PAY_0011746,ORD_0011746,PayPal,91.35,Completed,2024-05-09,,0.0
PAY_0011747,ORD_0011747,Apple Pay,119.03,Completed,2024-06-28,,0.0
PAY_0011748,ORD_0011748,Credit Card,52.81,Completed,2024-07-09,,0.0
PAY_0011749,ORD_0011749,Credit Card,35.67,Completed,2024-07-20,,0.0
PAY_0011750,ORD_0011750,Credit Card,52.68,Completed,2024-09-07,,0.0
PAY_0011751,ORD_0011751,Credit Card,60.1,Completed,2024-11-19,,0.0
PAY_0011752,ORD_0011752,Credit Card,111.33,Completed,2024-12-25,,0.0
PAY_0011753,ORD_0011753,Credit Card,326.52,Refunded,2024-03-07,,224.37
PAY_0011754,ORD_0011754,Credit Card,211.69,Refunded,2024-11-08,,146.51
PAY_0011755,ORD_0011755,Credit Card,119.26,Completed,2024-08-05,,0.0
PAY_0011756,ORD_0011756,PayPal,92.22,Completed,2024-12-10,,0.0
PAY_0011757,ORD_0011757,Credit Card,71.22,Completed,2023-11-06,,0.0
PAY_0011758,ORD_0011758,Credit Card,72.14,Completed,2024-08-24,,0.0
PAY_0011759,ORD_0011759,PayPal,53.11,Completed,2024-12-13,,0.0
PAY_0011760,ORD_0011760,Credit Card,116.62,Completed,2023-07-29,,0.0
PAY_0011761,ORD_0011761,Debit Card,88.99,Partially Refunded,2023-08-05,,62.42
PAY_0011762,ORD_0011762,Credit Card,118.07,Completed,2024-01-29,,0.0
PAY_0011763,ORD_0011763,Credit Card,247.26,Refunded,2024-02-01,,209.24
PAY_0011764,ORD_0011764,Credit Card,52.72,Completed,2024-07-16,,0.0
PAY_0011765,ORD_0011765,Credit Card,367.26,Refunded,2024-11-09,,301.92
PAY_0011766,ORD_0011766,Credit Card,72.48,Completed,2024-11-12,,0.0
PAY_0011767,ORD_0011767,Debit Card,26.34,Completed,2024-12-23,,0.0
PAY_0011768,ORD_0011768,Credit Card,54.89,Completed,2024-04-14,,0.0
PAY_0011769,ORD_0011769,Debit Card,236.5,Partially Refunded,2024-04-03,,77.11
PAY_0011770,ORD_0011770,Credit Card,55.56,Partially Refunded,2024-11-23,,55.46
PAY_0011771,ORD_0011771,Credit Card,116.46,Partially Refunded,2023-05-19,,96.18
PAY_0011772,ORD_0011772,Credit Card,185.04,Partially Refunded,2024-03-06,,104.96
PAY_0011773,ORD_0011773,Apple Pay,117.76,Completed,2023-12-11,,0.0
PAY_0011774,ORD_0011774,Credit Card,217.38,Partially Refunded,2023-12-15,,82.5
PAY_0011775,ORD_0011775,Credit Card,71.66,Pending,2024-03-14,,0.0
PAY_0011776,ORD_0011776,PayPal,117.94,Partially Refunded,2024-01-08,,87.9
PAY_0011777,ORD_0011777,PayPal,35.79,Completed,2024-06-03,,0.0
PAY_0011778,ORD_0011778,Credit Card,184.86,Completed,2024-09-17,,0.0
PAY_0011779,ORD_0011779,Credit Card,112.4,Completed,2024-10-19,,0.0
PAY_0011780,ORD_0011780,Credit Card,232.96,Completed,2023-05-23,,0.0
PAY_0011781,ORD_0011781,Credit Card,233.02,Completed,2023-05-27,,0.0
PAY_0011782,ORD_0011782,Credit Card,94.39,Completed,2023-07-24,,0.0
PAY_0011783,ORD_0011783,Klarna,178.37,Partially Refunded,2024-09-12,,125.25
PAY_0011784,ORD_0011784,Credit Card,286.33,Completed,2023-07-03,,0.0
PAY_0011785,ORD_0011785,Credit Card,466.39,Refunded,2023-07-27,,382.48
PAY_0011786,ORD_0011786,Debit Card,54.36,Completed,2023-08-14,,0.0
PAY_0011787,ORD_0011787,Debit Card,252.5,Partially Refunded,2023-09-13,,111.23
PAY_0011788,ORD_0011788,Credit Card,52.13,Partially Refunded,2023-10-01,,19.36
PAY_0011789,ORD_0011789,Klarna,235.92,Partially Refunded,2024-01-11,,75.69
PAY_0011790,ORD_0011790,Credit Card,54.76,Partially Refunded,2024-01-15,,44.83
PAY_0011791,ORD_0011791,Credit Card,90.77,Completed,2024-02-04,,0.0
PAY_0011792,ORD_0011792,PayPal,144.63,Partially Refunded,2024-04-09,,110.87
PAY_0011793,ORD_0011793,Apple Pay,140.16,Partially Refunded,2024-04-27,,57.59
PAY_0011794,ORD_0011794,Credit Card,55.09,Completed,2024-05-25,,0.0
PAY_0011795,ORD_0011795,PayPal,52.72,Failed,2024-07-19,Card declined,0.0
PAY_0011796,ORD_0011796,Credit Card,72.35,Completed,2024-10-06,,0.0
PAY_0011797,ORD_0011797,Apple Pay,71.53,Completed,2024-11-25,,0.0
PAY_0011798,ORD_0011798,Credit Card,53.13,Partially Refunded,2024-11-13,,41.95
PAY_0011799,ORD_0011799,Apple Pay,53.14,Partially Refunded,2024-11-16,,41.06
PAY_0011800,ORD_0011800,Klarna,118.24,Partially Refunded,2024-02-24,,85.66
PAY_0011801,ORD_0011801,PayPal,61.98,Completed,2024-03-10,,0.0
PAY_0011802,ORD_0011802,Credit Card,55.75,Completed,2024-12-12,,0.0
PAY_0011803,ORD_0011803,Credit Card,348.27,Completed,2023-03-22,,0.0
PAY_0011804,ORD_0011804,PayPal,597.28,Completed,2023-09-26,,0.0
PAY_0011805,ORD_0011805,Credit Card,234.92,Completed,2023-10-24,,0.0
PAY_0011806,ORD_0011806,Apple Pay,236.35,Completed,2024-02-14,,0.0
PAY_0011807,ORD_0011807,Credit Card,105.71,Completed,2024-06-13,,0.0
PAY_0011808,ORD_0011808,Apple Pay,164.8,Partially Refunded,2024-06-24,,64.62
PAY_0011809,ORD_0011809,PayPal,188.42,Partially Refunded,2023-01-27,,156.73
PAY_0011810,ORD_0011810,Apple Pay,117.04,Completed,2023-08-20,,0.0
PAY_0011811,ORD_0011811,Credit Card,351.77,Completed,2023-09-22,,0.0
PAY_0011812,ORD_0011812,Credit Card,162.67,Partially Refunded,2023-10-26,,112.71
PAY_0011813,ORD_0011813,Credit Card,235.16,Completed,2023-12-20,,0.0
PAY_0011814,ORD_0011814,Credit Card,282.83,Completed,2024-06-12,,0.0
PAY_0011815,ORD_0011815,Debit Card,72.34,Failed,2024-09-25,Expired card,0.0
PAY_0011816,ORD_0011816,Debit Card,117.96,Authorized,2024-02-08,,0.0
PAY_0011817,ORD_0011817,Credit Card,119.04,Completed,2024-03-11,,0.0
PAY_0011818,ORD_0011818,Klarna,209.33,Pending,2024-04-11,,0.0
PAY_0011819,ORD_0011819,Debit Card,52.63,Completed,2024-04-24,,0.0
PAY_0011820,ORD_0011820,Debit Card,55.21,Completed,2024-07-12,,0.0
PAY_0011821,ORD_0011821,Klarna,91.96,Failed,2023-07-17,Card declined,0.0
PAY_0011822,ORD_0011822,Credit Card,72.25,Partially Refunded,2024-09-06,,66.51
PAY_0011823,ORD_0011823,Klarna,91.68,Refunded,2024-09-10,,41.08
PAY_0011824,ORD_0011824,Credit Card,91.48,Completed,2024-09-24,,0.0
PAY_0011825,ORD_0011825,Credit Card,351.67,Completed,2023-09-17,,0.0
PAY_0011826,ORD_0011826,PayPal,60.62,Completed,2024-03-17,,0.0
PAY_0011827,ORD_0011827,Credit Card,356.5,Completed,2024-05-29,,0.0
PAY_0011828,ORD_0011828,Apple Pay,238.08,Completed,2024-06-30,,0.0
PAY_0011829,ORD_0011829,Credit Card,103.58,Completed,2023-07-15,,0.0
PAY_0011830,ORD_0011830,PayPal,142.14,Partially Refunded,2023-08-15,,116.39
PAY_0011831,ORD_0011831,Credit Card,117.13,Completed,2023-09-02,,0.0
PAY_0011832,ORD_0011832,Credit Card,117.35,Completed,2023-10-07,,0.0
PAY_0011833,ORD_0011833,Credit Card,162.7,Partially Refunded,2023-10-30,,144.29
PAY_0011834,ORD_0011834,Credit Card,34.38,Completed,2023-12-26,,0.0
PAY_0011835,ORD_0011835,Credit Card,260.39,Completed,2023-12-30,,0.0
PAY_0011836,ORD_0011836,PayPal,119.07,Partially Refunded,2024-07-04,,56.23
PAY_0011837,ORD_0011837,Debit Card,166.6,Partially Refunded,2024-10-12,,164.75
PAY_0011838,ORD_0011838,Credit Card,90.55,Completed,2023-11-27,,0.0
PAY_0011839,ORD_0011839,Credit Card,198.62,Completed,2023-12-29,,0.0
PAY_0011840,ORD_0011840,Klarna,118.88,Partially Refunded,2024-06-04,,81.3
PAY_0011841,ORD_0011841,Credit Card,108.99,Completed,2024-08-20,,0.0
PAY_0011842,ORD_0011842,Credit Card,26.3,Completed,2024-09-26,,0.0
PAY_0011843,ORD_0011843,Credit Card,86.0,Failed,2024-04-13,Insufficient funds,0.0
PAY_0011844,ORD_0011844,Apple Pay,77.63,Completed,2024-12-02,,0.0
PAY_0011845,ORD_0011845,Debit Card,117.23,Completed,2023-09-19,,0.0
PAY_0011846,ORD_0011846,Credit Card,95.0,Partially Refunded,2023-11-24,,29.95
PAY_0011847,ORD_0011847,Debit Card,236.09,Completed,2024-01-24,,0.0
PAY_0011848,ORD_0011848,Klarna,236.11,Failed,2024-01-27,Card declined,0.0
PAY_0011849,ORD_0011849,Credit Card,118.92,Completed,2024-06-11,,0.0
PAY_0011850,ORD_0011850,Credit Card,120.07,Partially Refunded,2024-12-10,,108.27
PAY_0011851,ORD_0011851,Credit Card,279.3,Completed,2024-12-31,,0.0
PAY_0011852,ORD_0011852,Credit Card,90.53,Completed,2023-11-21,,0.0
PAY_0011853,ORD_0011853,Credit Card,55.4,Partially Refunded,2024-09-20,,21.49
PAY_0011854,ORD_0011854,Credit Card,118.13,Partially Refunded,2024-02-07,,74.14
PAY_0011855,ORD_0011855,PayPal,118.34,Completed,2024-03-10,,0.0
PAY_0011856,ORD_0011856,Credit Card,82.35,Partially Refunded,2024-07-23,,67.13
PAY_0011857,ORD_0011857,Debit Card,118.31,Completed,2024-04-14,,0.0
PAY_0011858,ORD_0011858,Klarna,51.82,Completed,2023-05-27,,0.0
PAY_0011859,ORD_0011859,PayPal,59.37,Completed,2024-03-01,,0.0
PAY_0011860,ORD_0011860,Credit Card,164.16,Partially Refunded,2024-04-13,,75.05
PAY_0011861,ORD_0011861,Credit Card,242.03,Completed,2024-07-05,,0.0
PAY_0011862,ORD_0011862,PayPal,28.42,Partially Refunded,2024-09-09,,11.16
PAY_0011863,ORD_0011863,Credit Card,60.08,Failed,2024-09-12,Insufficient funds,0.0
PAY_0011864,ORD_0011864,Debit Card,28.48,Completed,2024-11-06,,0.0
PAY_0011865,ORD_0011865,Klarna,355.76,Completed,2024-04-22,,0.0
PAY_0011866,ORD_0011866,Debit Card,239.72,Completed,2024-11-06,,0.0
PAY_0011867,ORD_0011867,Klarna,142.27,Completed,2023-11-30,,0.0
PAY_0011868,ORD_0011868,Klarna,60.9,Completed,2024-06-21,,0.0
PAY_0011869,ORD_0011869,Credit Card,26.37,Completed,2024-11-30,,0.0
PAY_0011870,ORD_0011870,PayPal,136.99,Refunded,2024-05-04,,117.82
PAY_0011871,ORD_0011871,Debit Card,55.24,Partially Refunded,2024-08-23,,43.21
PAY_0011872,ORD_0011872,Klarna,235.14,Completed,2023-11-10,,0.0
PAY_0011873,ORD_0011873,Credit Card,398.22,Completed,2023-12-30,,0.0
PAY_0011874,ORD_0011874,PayPal,336.16,Refunded,2024-05-26,,237.72
PAY_0011875,ORD_0011875,Klarna,118.96,Completed,2024-06-17,,0.0
PAY_0011876,ORD_0011876,Credit Card,93.61,Partially Refunded,2024-11-04,,52.54
PAY_0011877,ORD_0011877,Debit Card,299.15,Completed,2024-12-21,,0.0
PAY_0011878,ORD_0011878,Credit Card,97.05,Completed,2024-12-12,,0.0
PAY_0011879,ORD_0011879,Debit Card,249.02,Failed,2024-06-21,Fraud flag,0.0
PAY_0011880,ORD_0011880,Credit Card,119.96,Completed,2024-11-22,,0.0
PAY_0011881,ORD_0011881,Credit Card,236.78,Completed,2024-03-19,,0.0
PAY_0011882,ORD_0011882,Credit Card,28.43,Completed,2024-11-18,,0.0
PAY_0011883,ORD_0011883,Klarna,119.42,Completed,2024-08-28,,0.0
PAY_0011884,ORD_0011884,Klarna,261.99,Partially Refunded,2024-09-12,,160.29
PAY_0011885,ORD_0011885,PayPal,158.37,Completed,2024-10-13,,0.0
PAY_0011886,ORD_0011886,PayPal,395.79,Completed,2023-08-03,,0.0
PAY_0011887,ORD_0011887,Credit Card,117.49,Completed,2023-10-30,,0.0
PAY_0011888,ORD_0011888,Credit Card,181.8,Completed,2023-11-09,,0.0
PAY_0011889,ORD_0011889,PayPal,495.56,Refunded,2023-11-12,,345.92
PAY_0011890,ORD_0011890,PayPal,117.96,Authorized,2024-02-07,,0.0
PAY_0011891,ORD_0011891,Credit Card,118.07,Completed,2024-01-28,,0.0
PAY_0011892,ORD_0011892,Credit Card,52.38,Completed,2024-02-07,,0.0
PAY_0011893,ORD_0011893,Credit Card,52.38,Partially Refunded,2024-02-10,,17.1
PAY_0011894,ORD_0011894,PayPal,187.75,Completed,2024-04-15,,0.0
PAY_0011895,ORD_0011895,Credit Card,119.12,Completed,2024-07-13,,0.0
PAY_0011896,ORD_0011896,Credit Card,26.24,Partially Refunded,2024-07-20,,21.34
PAY_0011897,ORD_0011897,Credit Card,202.67,Partially Refunded,2024-07-23,,178.16
PAY_0011898,ORD_0011898,Credit Card,73.38,Completed,2024-11-05,,0.0
PAY_0011899,ORD_0011899,Credit Card,82.59,Completed,2024-11-21,,0.0
PAY_0011900,ORD_0011900,Credit Card,48.94,Partially Refunded,2024-12-15,,47.51
PAY_0011901,ORD_0011901,Credit Card,52.47,Authorized,2024-02-17,,0.0
PAY_0011902,ORD_0011902,Klarna,90.98,Refunded,2024-02-21,,27.45
PAY_0011903,ORD_0011903,PayPal,342.64,Refunded,2024-03-07,,235.3
PAY_0011904,ORD_0011904,PayPal,118.43,Completed,2024-03-27,,0.0
PAY_0011905,ORD_0011905,Klarna,52.65,Completed,2024-05-01,,0.0
PAY_0011906,ORD_0011906,Credit Card,129.71,Completed,2024-05-04,,0.0
PAY_0011907,ORD_0011907,PayPal,99.46,Authorized,2024-05-07,,0.0
PAY_0011908,ORD_0011908,Klarna,118.75,Completed,2024-05-14,,0.0
PAY_0011909,ORD_0011909,Credit Card,144.34,Completed,2024-09-15,,0.0
PAY_0011910,ORD_0011910,Apple Pay,239.46,Completed,2024-10-16,,0.0
PAY_0011911,ORD_0011911,PayPal,53.06,Partially Refunded,2024-10-19,,42.54
PAY_0011912,ORD_0011912,Debit Card,130.94,Completed,2024-10-30,,0.0
PAY_0011913,ORD_0011913,Credit Card,92.4,Partially Refunded,2024-12-11,,30.36
PAY_0011914,ORD_0011914,Debit Card,117.62,Completed,2023-11-19,,0.0
PAY_0011915,ORD_0011915,Credit Card,236.28,Completed,2024-02-10,,0.0
PAY_0011916,ORD_0011916,Debit Card,118.26,Completed,2024-02-28,,0.0
PAY_0011917,ORD_0011917,Credit Card,52.59,Failed,2024-04-06,Insufficient funds,0.0
PAY_0011918,ORD_0011918,Klarna,118.39,Completed,2024-03-20,,0.0
PAY_0011919,ORD_0011919,Credit Card,60.76,Completed,2024-05-06,,0.0
PAY_0011920,ORD_0011920,Credit Card,254.45,Completed,2024-07-27,,0.0
PAY_0011921,ORD_0011921,Apple Pay,237.88,Completed,2024-08-01,,0.0
PAY_0011922,ORD_0011922,Credit Card,119.31,Completed,2024-08-11,,0.0
PAY_0011923,ORD_0011923,Credit Card,331.54,Refunded,2024-10-13,,175.85
PAY_0011924,ORD_0011924,Credit Card,183.85,Completed,2024-11-19,,0.0
PAY_0011925,ORD_0011925,Credit Card,54.22,Completed,2023-06-18,,0.0
PAY_0011926,ORD_0011926,Debit Card,233.06,Pending,2023-07-16,,0.0
PAY_0011927,ORD_0011927,PayPal,352.87,Completed,2023-11-19,,0.0
PAY_0011928,ORD_0011928,Debit Card,33.21,Partially Refunded,2023-12-20,,24.26
PAY_0011929,ORD_0011929,Credit Card,353.97,Authorized,2024-01-16,,0.0
PAY_0011930,ORD_0011930,Credit Card,236.02,Completed,2024-01-19,,0.0
PAY_0011931,ORD_0011931,Debit Card,26.06,Completed,2024-02-05,,0.0
PAY_0011932,ORD_0011932,Credit Card,60.53,Completed,2024-02-12,,0.0
PAY_0011933,ORD_0011933,Credit Card,142.97,Completed,2024-05-15,,0.0
PAY_0011934,ORD_0011934,Credit Card,87.98,Completed,2024-10-19,,0.0
PAY_0011935,ORD_0011935,PayPal,53.24,Partially Refunded,2024-12-30,,42.22
PAY_0011936,ORD_0011936,Credit Card,104.78,Completed,2024-01-10,,0.0
PAY_0011937,ORD_0011937,Klarna,118.97,Completed,2024-06-20,,0.0
PAY_0011938,ORD_0011938,Debit Card,55.51,Completed,2024-11-07,,0.0
PAY_0011939,ORD_0011939,Debit Card,49.78,Refunded,2023-11-24,,19.72
PAY_0011940,ORD_0011940,Credit Card,71.41,Completed,2024-01-01,,0.0
PAY_0011941,ORD_0011941,Credit Card,74.48,Completed,2024-07-18,,0.0
PAY_0011942,ORD_0011942,Apple Pay,272.19,Completed,2024-08-30,,0.0
PAY_0011943,ORD_0011943,Credit Card,60.36,Completed,2024-12-13,,0.0
PAY_0011944,ORD_0011944,Credit Card,117.45,Refunded,2023-10-23,,81.07
PAY_0011945,ORD_0011945,Credit Card,434.27,Completed,2023-12-10,,0.0
PAY_0011946,ORD_0011946,Credit Card,182.63,Completed,2024-02-02,,0.0
PAY_0011947,ORD_0011947,Debit Card,163.75,Completed,2024-02-26,,0.0
PAY_0011948,ORD_0011948,Credit Card,52.52,Partially Refunded,2024-03-12,,17.99
PAY_0011949,ORD_0011949,Credit Card,356.92,Completed,2024-06-20,,0.0
PAY_0011950,ORD_0011950,Credit Card,32.94,Partially Refunded,2023-05-06,,19.16
PAY_0011951,ORD_0011951,Credit Card,116.54,Partially Refunded,2023-06-02,,102.19
PAY_0011952,ORD_0011952,Debit Card,59.88,Completed,2023-06-30,,0.0
PAY_0011953,ORD_0011953,Credit Card,287.3,Completed,2023-09-01,,0.0
PAY_0011954,ORD_0011954,Credit Card,52.24,Completed,2023-11-18,,0.0
PAY_0011955,ORD_0011955,Debit Card,30.4,Completed,2024-01-30,,0.0
PAY_0011956,ORD_0011956,Credit Card,117.96,Completed,2024-02-07,,0.0
PAY_0011957,ORD_0011957,Apple Pay,118.26,Failed,2024-02-28,Card declined,0.0
PAY_0011958,ORD_0011958,PayPal,237.6,Completed,2024-05-24,,0.0
PAY_0011959,ORD_0011959,PayPal,34.66,Completed,2024-07-05,,0.0
PAY_0011960,ORD_0011960,Debit Card,35.6,Completed,2024-07-21,,0.0
PAY_0011961,ORD_0011961,Credit Card,71.96,Completed,2024-07-25,,0.0
PAY_0011962,ORD_0011962,PayPal,119.26,Completed,2024-09-03,,0.0
PAY_0011963,ORD_0011963,Apple Pay,234.41,Partially Refunded,2024-09-06,,177.04
PAY_0011964,ORD_0011964,Credit Card,116.39,Completed,2024-09-23,,0.0
PAY_0011965,ORD_0011965,Debit Card,161.76,Completed,2024-11-02,,0.0
PAY_0011966,ORD_0011966,Credit Card,240.13,Refunded,2024-12-09,,231.7
PAY_0011967,ORD_0011967,Credit Card,197.48,Partially Refunded,2024-11-12,,168.91
PAY_0011968,ORD_0011968,Debit Card,170.23,Completed,2023-12-28,,0.0
PAY_0011969,ORD_0011969,Credit Card,163.64,Completed,2024-02-14,,0.0
PAY_0011970,ORD_0011970,Credit Card,118.92,Completed,2024-07-29,,0.0
PAY_0011971,ORD_0011971,PayPal,173.75,Completed,2024-09-30,,0.0
PAY_0011972,ORD_0011972,Credit Card,385.93,Completed,2024-10-18,,0.0
PAY_0011973,ORD_0011973,Credit Card,141.31,Partially Refunded,2024-11-09,,64.25
PAY_0011974,ORD_0011974,Credit Card,362.23,Completed,2023-12-20,,0.0
PAY_0011975,ORD_0011975,Apple Pay,399.27,Partially Refunded,2024-01-11,,349.31
PAY_0011976,ORD_0011976,Credit Card,19.31,Completed,2024-01-17,,0.0
PAY_0011977,ORD_0011977,Credit Card,43.62,Completed,2024-06-21,,0.0
PAY_0011978,ORD_0011978,Apple Pay,92.21,Failed,2024-10-31,Expired card,0.0
PAY_0011979,ORD_0011979,Credit Card,130.54,Completed,2024-02-18,,0.0
PAY_0011980,ORD_0011980,Apple Pay,61.03,Completed,2024-03-15,,0.0
PAY_0011981,ORD_0011981,Credit Card,104.79,Completed,2024-07-13,,0.0
PAY_0011982,ORD_0011982,Debit Card,60.07,Completed,2024-09-10,,0.0
PAY_0011983,ORD_0011983,Debit Card,49.91,Completed,2024-10-05,,0.0
PAY_0011984,ORD_0011984,Klarna,191.49,Completed,2024-10-27,,0.0
PAY_0011985,ORD_0011985,Credit Card,61.37,Completed,2024-12-01,,0.0
PAY_0011986,ORD_0011986,Credit Card,52.22,Partially Refunded,2023-11-07,,37.26
PAY_0011987,ORD_0011987,Credit Card,131.64,Completed,2024-11-04,,0.0
PAY_0011988,ORD_0011988,Klarna,303.61,Completed,2023-11-22,,0.0
PAY_0011989,ORD_0011989,Credit Card,144.98,Completed,2023-11-22,,0.0
PAY_0011990,ORD_0011990,Klarna,26.34,Completed,2024-11-10,,0.0
PAY_0011991,ORD_0011991,PayPal,109.83,Refunded,2023-04-26,,62.82
PAY_0011992,ORD_0011992,Credit Card,19.19,Completed,2023-07-13,,0.0
PAY_0011993,ORD_0011993,Apple Pay,149.16,Partially Refunded,2024-01-10,,146.27
PAY_0011994,ORD_0011994,PayPal,75.27,Completed,2023-03-09,,0.0
PAY_0011995,ORD_0011995,Klarna,347.89,Completed,2023-04-08,,0.0
PAY_0011996,ORD_0011996,Credit Card,118.78,Completed,2024-03-26,,0.0
PAY_0011997,ORD_0011997,PayPal,163.1,Completed,2024-11-27,,0.0
PAY_0011998,ORD_0011998,Credit Card,182.31,Pending,2024-01-01,,0.0
PAY_0011999,ORD_0011999,Debit Card,118.41,Completed,2024-03-23,,0.0
PAY_0012000,ORD_0012000,Klarna,118.78,Completed,2024-05-20,,0.0
PAY_0012001,ORD_0012001,Credit Card,118.95,Partially Refunded,2024-06-16,,57.9
PAY_0012002,ORD_0012002,Credit Card,52.8,Completed,2024-07-03,,0.0
PAY_0012003,ORD_0012003,Klarna,303.23,Refunded,2024-07-06,,285.54
PAY_0012004,ORD_0012004,PayPal,119.34,Completed,2024-08-16,,0.0
PAY_0012005,ORD_0012005,Debit Card,249.8,Completed,2024-08-19,,0.0
PAY_0012006,ORD_0012006,Credit Card,59.94,Failed,2024-08-22,Expired card,0.0
PAY_0012007,ORD_0012007,Debit Card,55.46,Authorized,2024-10-15,,0.0
PAY_0012008,ORD_0012008,Apple Pay,154.84,Completed,2024-11-20,,0.0
PAY_0012009,ORD_0012009,Debit Card,95.33,Partially Refunded,2023-11-07,,66.98
PAY_0012010,ORD_0012010,Klarna,118.65,Completed,2024-04-30,,0.0
PAY_0012011,ORD_0012011,Credit Card,323.89,Completed,2023-06-13,,0.0
PAY_0012012,ORD_0012012,Credit Card,60.42,Completed,2024-03-09,,0.0
PAY_0012013,ORD_0012013,Debit Card,118.57,Completed,2024-04-17,,0.0
PAY_0012014,ORD_0012014,Credit Card,55.01,Completed,2024-04-20,,0.0
PAY_0012015,ORD_0012015,Credit Card,243.66,Completed,2024-09-10,,0.0
PAY_0012016,ORD_0012016,PayPal,85.92,Completed,2024-12-14,,0.0
PAY_0012017,ORD_0012017,Credit Card,257.69,Completed,2023-09-17,,0.0
PAY_0012018,ORD_0012018,Credit Card,60.69,Partially Refunded,2023-11-18,,52.85
PAY_0012019,ORD_0012019,Credit Card,35.37,Completed,2024-01-07,,0.0
PAY_0012020,ORD_0012020,PayPal,474.68,Completed,2024-05-03,,0.0
PAY_0012021,ORD_0012021,PayPal,79.37,Partially Refunded,2024-07-08,,33.04
PAY_0012022,ORD_0012022,Credit Card,119.31,Completed,2024-08-11,,0.0
PAY_0012023,ORD_0012023,Debit Card,144.81,Completed,2024-08-25,,0.0
PAY_0012024,ORD_0012024,Apple Pay,139.08,Partially Refunded,2024-09-05,,59.35
PAY_0012025,ORD_0012025,Credit Card,92.43,Partially Refunded,2024-12-15,,53.23
PAY_0012026,ORD_0012026,Credit Card,500.48,Completed,2023-01-15,,0.0
PAY_0012027,ORD_0012027,Debit Card,68.27,Completed,2023-03-19,,0.0
PAY_0012028,ORD_0012028,Credit Card,277.7,Partially Refunded,2023-05-17,,124.21
PAY_0012029,ORD_0012029,Credit Card,118.09,Completed,2024-02-01,,0.0
PAY_0012030,ORD_0012030,Credit Card,260.46,Completed,2023-06-23,,0.0
PAY_0012031,ORD_0012031,Debit Card,51.9,Completed,2023-06-26,,0.0
PAY_0012032,ORD_0012032,Credit Card,51.94,Completed,2023-07-17,,0.0
PAY_0012033,ORD_0012033,Credit Card,49.52,Authorized,2023-08-06,,0.0
PAY_0012034,ORD_0012034,PayPal,234.88,Completed,2023-10-22,,0.0
PAY_0012035,ORD_0012035,Credit Card,71.6,Completed,2024-02-24,,0.0
