order_id,customer_id,order_date,order_status,region,primary_warehouse_id,order_subtotal,discount_amount,shipping_cost,tax_amount,order_total,payment_method,promo_id,cancelled_date,cancel_reason
ORD_0024487,CUST_06759,2024-08-01,PROCESSING,North,WH_2,50.41,0.0,6.99,4.03,61.43,Debit Card,,,
ORD_0024488,CUST_06760,2024-04-02,CLOSED,North,WH_2,109.7,0.0,0.0,8.78,118.48,Debit Card,,,
ORD_0024489,CUST_06761,2024-12-03,COMPLETE,East,WH_3,76.75,0.0,0.0,6.14,82.89,PayPal,,,
ORD_0024490,CUST_06762,2024-01-21,PENDING,East,WH_3,59.71,0.0,6.99,4.78,71.48,Klarna,,,
ORD_0024491,CUST_06762,2024-06-06,PENDING_PAYMENT,East,WH_5,220.16,0.0,0.0,17.61,237.77,Klarna,,,
ORD_0024492,CUST_06764,2023-03-24,COMPLETE,West,WH_4,33.1,0.0,6.99,2.65,42.74,Credit Card,,,
ORD_0024493,CUST_06764,2023-05-07,COMPLETE,West,WH_1,98.4,0.0,0.0,7.87,106.27,Debit Card,,,
ORD_0024494,CUST_06764,2023-06-27,SUSPECTED_FRAUD,West,WH_4,149.64,0.0,0.0,11.97,161.61,PayPal,,,
ORD_0024495,CUST_06764,2023-10-02,COMPLETE,West,WH_4,57.5,0.0,6.99,4.6,69.09,Credit Card,,,
ORD_0024496,CUST_06764,2023-11-17,PENDING,West,WH_4,108.9,0.0,0.0,8.71,117.61,PayPal,,,
ORD_0024497,CUST_06764,2023-11-20,COMPLETE,West,WH_4,108.91,0.33,0.0,8.69,117.27,Credit Card,PRM04,,
ORD_0024498,CUST_06765,2023-01-20,CLOSED,North,WH_1,169.21,0.25,0.0,13.52,182.48,Credit Card,PRM01,,
ORD_0024499,CUST_06765,2023-02-08,PAYMENT_REVIEW,North,WH_2,8.66,0.0,6.99,0.69,16.34,Debit Card,,,
ORD_0024500,CUST_06765,2023-04-26,COMPLETE,North,WH_2,107.69,0.0,0.0,8.62,116.31,Apple Pay,,,
ORD_0024501,CUST_06765,2023-05-02,COMPLETE,North,WH_1,215.46,0.0,0.0,17.24,232.7,Debit Card,,,
ORD_0024502,CUST_06765,2023-04-02,COMPLETE,North,WH_3,43.55,0.0,6.99,3.48,54.02,Credit Card,,,
ORD_0024503,CUST_06765,2023-05-31,COMPLETE,North,WH_1,107.9,0.0,0.0,8.63,116.53,Debit Card,,,
ORD_0024504,CUST_06765,2023-06-11,PAYMENT_REVIEW,North,WH_1,25.99,0.0,6.99,2.08,35.06,Credit Card,,,
ORD_0024505,CUST_06765,2023-06-27,COMPLETE,North,WH_1,108.06,0.0,0.0,8.64,116.7,Debit Card,,,
ORD_0024506,CUST_06765,2023-07-14,COMPLETE,North,WH_1,59.1,0.0,6.99,4.73,70.82,Credit Card,,,
ORD_0024507,CUST_06765,2023-09-20,CLOSED,North,WH_5,223.82,0.0,0.0,17.91,241.73,Apple Pay,,,
ORD_0024508,CUST_06765,2023-10-13,COMPLETE,North,WH_5,59.39,0.0,6.99,4.75,71.13,Apple Pay,,,
ORD_0024509,CUST_06765,2023-12-07,COMPLETE,North,WH_4,109.01,0.0,0.0,8.72,117.73,Klarna,,,
ORD_0024510,CUST_06765,2023-12-11,COMPLETE,North,WH_1,109.04,0.0,0.0,8.72,117.76,Credit Card,,,
ORD_0024511,CUST_06765,2024-01-13,COMPLETE,North,WH_1,182.37,0.0,0.0,14.59,196.96,Apple Pay,,,
ORD_0024512,CUST_06765,2024-05-15,COMPLETE,North,WH_1,109.95,0.0,0.0,8.8,118.75,Credit Card,,,
ORD_0024513,CUST_06765,2024-06-07,COMPLETE,North,WH_4,132.55,0.0,0.0,10.6,143.15,Debit Card,,,
ORD_0024514,CUST_06765,2024-09-08,COMPLETE,North,WH_1,298.23,0.0,0.0,23.86,322.09,PayPal,,,
ORD_0024515,CUST_06765,2024-12-18,COMPLETE,North,WH_1,65.7,0.0,6.99,5.26,77.95,Credit Card,,,
ORD_0024516,CUST_06766,2024-04-09,COMPLETE,North,WH_4,109.74,0.22,0.0,8.76,118.28,Credit Card,PRM07,,
ORD_0024517,CUST_06766,2024-06-05,ON_HOLD,North,WH_1,42.36,0.0,6.99,3.39,52.74,Credit Card,,,
ORD_0024518,CUST_06766,2024-06-09,COMPLETE,North,WH_1,89.16,0.0,0.0,7.13,96.29,Credit Card,,,
ORD_0024519,CUST_06767,2023-04-19,CLOSED,North,WH_3,113.18,0.0,0.0,9.05,122.23,Debit Card,,,
ORD_0024520,CUST_06767,2023-05-30,COMPLETE,North,WH_4,206.41,0.0,0.0,16.51,222.92,Apple Pay,,,
ORD_0024521,CUST_06767,2023-06-14,COMPLETE,North,WH_1,47.99,0.0,6.99,3.84,58.82,Credit Card,,,
ORD_0024522,CUST_06767,2024-09-24,PENDING,North,WH_1,17.88,0.0,6.99,1.43,26.3,Debit Card,,,
ORD_0024523,CUST_06769,2023-01-09,COMPLETE,North,WH_1,89.71,0.0,0.0,7.18,96.89,Credit Card,,,
ORD_0024524,CUST_06769,2023-04-14,COMPLETE,North,WH_1,107.62,0.22,0.0,8.59,115.99,Credit Card,PRM02,,
ORD_0024525,CUST_06770,2024-09-08,COMPLETE,East,WH_5,150.03,0.0,0.0,12.0,162.03,Klarna,,,
ORD_0024526,CUST_06770,2024-10-23,COMPLETE,East,WH_3,8.95,0.0,6.99,0.72,16.66,Credit Card,,,
ORD_0024527,CUST_06770,2024-12-27,COMPLETE,East,WH_3,61.64,0.0,6.99,4.93,73.56,Credit Card,,,
ORD_0024528,CUST_06771,2023-09-29,COMPLETE,West,WH_1,172.77,0.0,0.0,13.82,186.59,PayPal,,,
ORD_0024529,CUST_06771,2023-10-16,COMPLETE,West,WH_4,71.87,0.0,6.99,5.75,84.61,Apple Pay,,,
ORD_0024530,CUST_06771,2023-11-02,COMPLETE,West,WH_4,374.78,0.0,0.0,29.98,404.76,Credit Card,,,
ORD_0024531,CUST_06771,2024-09-14,COMPLETE,West,WH_4,50.53,0.0,6.99,4.04,61.56,Credit Card,,,
ORD_0024532,CUST_06771,2024-11-01,COMPLETE,West,WH_3,119.21,0.0,0.0,9.54,128.75,Debit Card,,,
ORD_0024533,CUST_06773,2023-12-14,COMPLETE,East,WH_3,109.05,0.0,0.0,8.72,117.77,Credit Card,,,
ORD_0024534,CUST_06773,2024-01-14,COMPLETE,East,WH_3,183.67,0.0,0.0,14.69,198.36,Klarna,,,
ORD_0024535,CUST_06773,2024-02-16,COMPLETE,East,WH_3,260.97,0.0,0.0,20.88,281.85,Debit Card,,,
ORD_0024536,CUST_06773,2024-07-23,COMPLETE,East,WH_3,136.92,0.0,0.0,10.95,147.87,Apple Pay,,,
ORD_0024537,CUST_06773,2024-08-20,COMPLETE,East,WH_3,42.53,0.0,6.99,3.4,52.92,Apple Pay,,,
ORD_0024538,CUST_06773,2024-09-18,PENDING,East,WH_4,60.49,0.0,6.99,4.84,72.32,Credit Card,,,
ORD_0024539,CUST_06773,2024-10-04,COMPLETE,East,WH_5,49.23,0.0,6.99,3.94,60.16,PayPal,,,
ORD_0024540,CUST_06774,2023-02-14,COMPLETE,East,WH_3,365.27,0.0,0.0,29.22,394.49,Credit Card,,,
ORD_0024541,CUST_06774,2023-05-03,COMPLETE,East,WH_1,215.48,0.0,0.0,17.24,232.72,Debit Card,,,
ORD_0024542,CUST_06774,2023-06-16,PENDING_PAYMENT,East,WH_3,41.55,0.0,6.99,3.32,51.86,Debit Card,,,
ORD_0024543,CUST_06774,2023-08-08,COMPLETE,East,WH_5,108.3,0.0,0.0,8.66,116.96,Credit Card,,,
ORD_0024544,CUST_06774,2023-08-22,COMPLETE,East,WH_3,150.1,0.0,0.0,12.01,162.11,Credit Card,,,
ORD_0024545,CUST_06774,2023-09-12,COMPLETE,East,WH_3,108.51,0.0,0.0,8.68,117.19,Debit Card,,,
ORD_0024546,CUST_06774,2023-11-03,COMPLETE,East,WH_3,41.87,0.0,6.99,3.35,52.21,Credit Card,,,
ORD_0024547,CUST_06774,2024-01-09,COMPLETE,East,WH_4,42.02,0.0,6.99,3.36,52.37,Apple Pay,,,
ORD_0024548,CUST_06775,2023-02-11,COMPLETE,East,WH_3,429.04,0.0,0.0,34.32,463.36,Debit Card,,,
ORD_0024549,CUST_06775,2023-02-14,PENDING,East,WH_1,353.06,0.0,0.0,28.24,381.3,Credit Card,,,
ORD_0024550,CUST_06775,2023-02-18,COMPLETE,East,WH_3,58.63,0.0,6.99,4.69,70.31,Credit Card,,,
ORD_0024551,CUST_06775,2023-02-27,ON_HOLD,East,WH_3,63.19,0.0,6.99,5.06,75.24,Credit Card,,,
ORD_0024552,CUST_06775,2023-03-23,PROCESSING,East,WH_3,84.61,0.0,0.0,6.77,91.38,Debit Card,,,
ORD_0024553,CUST_06775,2023-04-20,PENDING_PAYMENT,East,WH_3,47.84,0.0,6.99,3.83,58.66,PayPal,,,
ORD_0024554,CUST_06775,2023-05-28,COMPLETE,East,WH_5,84.92,0.0,0.0,6.79,91.71,Credit Card,,,
ORD_0024555,CUST_06775,2023-06-16,COMPLETE,East,WH_3,107.99,0.0,0.0,8.64,116.63,Credit Card,,,
ORD_0024556,CUST_06775,2023-06-27,CLOSED,East,WH_3,62.63,0.0,6.99,5.01,74.63,Debit Card,,,
ORD_0024557,CUST_06775,2023-07-09,COMPLETE,East,WH_5,48.03,0.0,6.99,3.84,58.86,Debit Card,,,
ORD_0024558,CUST_06775,2023-07-20,COMPLETE,East,WH_5,98.04,0.25,0.0,7.82,105.61,Debit Card,PRM03,,
ORD_0024559,CUST_06775,2023-09-11,CLOSED,East,WH_2,24.2,0.0,6.99,1.94,33.13,PayPal,,,
ORD_0024560,CUST_06775,2023-12-05,COMPLETE,East,WH_5,109.0,0.0,0.0,8.72,117.72,Credit Card,,,
ORD_0024561,CUST_06775,2024-01-16,COMPLETE,East,WH_3,109.25,0.0,0.0,8.74,117.99,Credit Card,,,
ORD_0024562,CUST_06775,2024-04-07,COMPLETE,East,WH_3,49.72,0.1,6.99,3.97,60.58,Credit Card,PRM07,,
ORD_0024563,CUST_06775,2024-08-14,COMPLETE,East,WH_2,17.84,0.0,6.99,1.43,26.26,Credit Card,,,
ORD_0024564,CUST_06775,2024-11-27,COMPLETE,East,WH_3,300.77,0.0,0.0,24.06,324.83,Credit Card,,,
ORD_0024565,CUST_06775,2024-11-30,COMPLETE,East,WH_3,464.22,0.0,0.0,37.14,501.36,PayPal,,,
ORD_0024566,CUST_06776,2024-05-01,COMPLETE,East,WH_5,48.83,0.0,6.99,3.91,59.73,Credit Card,,,
ORD_0024567,CUST_06776,2024-12-01,COMPLETE,East,WH_3,42.76,0.0,6.99,3.42,53.17,Credit Card,,,
ORD_0024568,CUST_06779,2023-12-10,COMPLETE,North,WH_1,218.06,0.0,0.0,17.44,235.5,Credit Card,,,
ORD_0024569,CUST_06779,2023-12-13,COMPLETE,North,WH_3,109.05,0.0,0.0,8.72,117.77,Credit Card,,,
ORD_0024570,CUST_06779,2024-02-20,COMPLETE,North,WH_5,261.02,0.0,0.0,20.88,281.9,Debit Card,,,
ORD_0024571,CUST_06779,2024-03-14,COMPLETE,North,WH_1,48.68,0.0,6.99,3.89,59.56,Debit Card,,,
ORD_0024572,CUST_06779,2024-04-02,COMPLETE,North,WH_3,109.7,0.22,0.0,8.76,118.24,Credit Card,PRM07,,
ORD_0024573,CUST_06779,2024-07-06,CLOSED,North,WH_1,42.43,0.0,6.99,3.39,52.81,Credit Card,,,
ORD_0024574,CUST_06780,2024-03-01,COMPLETE,North,WH_1,109.51,0.0,0.0,8.76,118.27,Credit Card,,,
ORD_0024575,CUST_06780,2024-04-08,COMPLETE,North,WH_5,44.43,0.0,6.99,3.55,54.97,Credit Card,,,
ORD_0024576,CUST_06780,2024-05-21,COMPLETE,North,WH_1,269.81,0.0,0.0,21.58,291.39,Klarna,,,
ORD_0024577,CUST_06780,2024-07-12,CANCELED,North,WH_1,42.44,0.0,6.99,3.4,52.83,Debit Card,,2024-07-12,Changed mind
ORD_0024578,CUST_06780,2024-08-24,COMPLETE,North,WH_1,42.54,0.06,6.99,3.4,52.87,PayPal,PRM09,,
ORD_0024579,CUST_06780,2024-08-06,COMPLETE,North,WH_1,281.23,0.0,0.0,22.5,303.73,Credit Card,,,
ORD_0024580,CUST_06780,2024-08-13,COMPLETE,North,WH_3,60.35,0.0,6.99,4.83,72.17,Credit Card,,,
ORD_0024581,CUST_06780,2024-08-17,COMPLETE,North,WH_1,110.5,0.0,0.0,8.84,119.34,Debit Card,,,
ORD_0024582,CUST_06780,2024-08-31,COMPLETE,North,WH_1,110.39,0.16,0.0,8.82,119.05,Credit Card,PRM09,,
ORD_0024583,CUST_06780,2024-10-25,COMPLETE,North,WH_3,42.68,0.0,6.99,3.41,53.08,Credit Card,,,
ORD_0024584,CUST_06780,2024-11-28,COMPLETE,North,WH_1,210.64,0.0,0.0,16.85,227.49,Credit Card,,,
ORD_0024585,CUST_06780,2024-12-15,COMPLETE,North,WH_1,76.8,0.0,0.0,6.14,82.94,Debit Card,,,
ORD_0024586,CUST_06781,2023-05-07,COMPLETE,East,WH_3,107.76,0.0,0.0,8.62,116.38,PayPal,,,
ORD_0024587,CUST_06781,2023-12-15,COMPLETE,East,WH_4,218.12,0.0,0.0,17.45,235.57,PayPal,,,
ORD_0024588,CUST_06781,2024-10-02,COMPLETE,East,WH_1,42.62,0.0,6.99,3.41,53.02,Credit Card,,,
ORD_0024589,CUST_06782,2024-03-29,COMPLETE,North,WH_2,162.06,0.0,0.0,12.96,175.02,Credit Card,,,
ORD_0024590,CUST_06783,2024-06-03,COMPLETE,North,WH_4,110.06,0.0,0.0,8.8,118.86,Credit Card,,,
ORD_0024591,CUST_06783,2024-08-31,COMPLETE,North,WH_1,60.43,0.0,6.99,4.83,72.25,Credit Card,,,
ORD_0024592,CUST_06783,2024-09-03,COMPLETE,North,WH_1,195.72,0.0,0.0,15.66,211.38,Credit Card,,,
ORD_0024593,CUST_06784,2023-10-09,COMPLETE,South,WH_2,44.0,0.0,6.99,3.52,54.51,Credit Card,,,
ORD_0024594,CUST_06787,2023-01-10,COMPLETE,West,WH_4,56.53,0.08,6.99,4.52,67.96,Credit Card,PRM01,,
ORD_0024595,CUST_06787,2023-01-27,CLOSED,West,WH_4,255.58,0.0,0.0,20.45,276.03,Apple Pay,,,
ORD_0024596,CUST_06787,2023-02-07,COMPLETE,West,WH_4,41.26,0.0,6.99,3.3,51.55,Apple Pay,,,
ORD_0024597,CUST_06787,2023-07-04,COMPLETE,West,WH_2,324.3,0.0,0.0,25.94,350.24,Credit Card,,,
ORD_0024598,CUST_06787,2023-08-19,PENDING_PAYMENT,West,WH_4,8.75,0.0,6.99,0.7,16.44,Credit Card,,,
ORD_0024599,CUST_06787,2023-12-04,COMPLETE,West,WH_2,265.57,0.0,0.0,21.25,286.82,Credit Card,,,
ORD_0024600,CUST_06787,2024-10-12,PENDING,West,WH_4,17.9,0.0,6.99,1.43,26.32,Debit Card,,,
ORD_0024601,CUST_06787,2024-12-12,COMPLETE,West,WH_3,42.78,0.09,6.99,3.42,53.1,Credit Card,PRM11,,
ORD_0024602,CUST_06788,2023-10-02,COMPLETE,North,WH_1,172.57,0.0,0.0,13.81,186.38,PayPal,,,
ORD_0024603,CUST_06788,2023-12-24,COMPLETE,North,WH_1,49.44,0.0,6.99,3.96,60.39,Debit Card,,,
ORD_0024604,CUST_06788,2024-10-16,COMPLETE,North,WH_1,85.32,0.0,0.0,6.83,92.15,Credit Card,,,
ORD_0024605,CUST_06788,2024-10-22,COMPLETE,North,WH_1,307.01,0.0,0.0,24.56,331.57,Klarna,,,
ORD_0024606,CUST_06789,2023-08-29,COMPLETE,West,WH_4,108.43,0.0,0.0,8.67,117.1,PayPal,,,
ORD_0024607,CUST_06790,2023-06-01,COMPLETE,West,WH_4,323.73,0.0,0.0,25.9,349.63,Credit Card,,,
ORD_0024608,CUST_06790,2023-07-12,COMPLETE,West,WH_5,149.76,0.0,0.0,11.98,161.74,Klarna,,,
ORD_0024609,CUST_06790,2023-08-07,COMPLETE,West,WH_3,21.47,0.0,6.99,1.72,30.18,Credit Card,,,
ORD_0024610,CUST_06790,2023-11-09,COMPLETE,West,WH_4,199.08,0.0,0.0,15.93,215.01,Debit Card,,,
ORD_0024611,CUST_06790,2023-12-28,CANCELED,West,WH_5,302.26,0.6,0.0,24.13,325.79,Credit Card,PRM05,2023-12-28,Found cheaper elsewhere
ORD_0024612,CUST_06790,2024-06-14,PENDING,West,WH_4,84.76,0.0,0.0,6.78,91.54,Credit Card,,,
ORD_0024613,CUST_06791,2023-07-20,COMPLETE,East,WH_3,108.19,0.0,0.0,8.66,116.85,PayPal,,,
ORD_0024614,CUST_06791,2023-07-25,COMPLETE,East,WH_3,248.68,0.62,0.0,19.84,267.9,Credit Card,PRM03,,
ORD_0024615,CUST_06791,2023-08-30,COMPLETE,East,WH_3,59.25,0.0,6.99,4.74,70.98,Credit Card,,,
ORD_0024616,CUST_06791,2024-02-01,CANCELED,East,WH_4,109.34,0.0,0.0,8.75,118.09,Credit Card,,2024-02-03,Changed mind
ORD_0024617,CUST_06791,2024-02-16,COMPLETE,East,WH_3,44.31,0.0,6.99,3.54,54.84,PayPal,,,
ORD_0024618,CUST_06791,2024-03-28,SUSPECTED_FRAUD,East,WH_3,374.76,0.0,0.0,29.98,404.74,Credit Card,,,
ORD_0024619,CUST_06791,2024-04-28,ON_HOLD,East,WH_3,219.7,0.0,0.0,17.58,237.28,Credit Card,,,
ORD_0024620,CUST_06791,2024-09-13,COMPLETE,East,WH_3,65.13,0.0,6.99,5.21,77.33,Debit Card,,,
ORD_0024621,CUST_06791,2024-11-28,COMPLETE,East,WH_2,61.54,0.0,6.99,4.92,73.45,Credit Card,,,
ORD_0024622,CUST_06791,2024-12-19,COMPLETE,East,WH_3,111.23,0.0,0.0,8.9,120.13,Debit Card,,,
ORD_0024623,CUST_06792,2024-06-29,CANCELED,North,WH_1,121.1,0.0,0.0,9.69,130.79,Credit Card,,2024-07-01,Ordered by mistake
ORD_0024624,CUST_06793,2023-05-13,ON_HOLD,North,WH_4,107.79,0.0,0.0,8.62,116.41,Credit Card,,,
ORD_0024625,CUST_06794,2024-09-25,COMPLETE,North,WH_1,49.21,0.0,6.99,3.94,60.14,Debit Card,,,
ORD_0024626,CUST_06797,2024-08-02,COMPLETE,North,WH_1,17.83,0.0,6.99,1.43,26.25,PayPal,,,
ORD_0024627,CUST_06797,2024-08-08,COMPLETE,North,WH_1,220.9,0.0,0.0,17.67,238.57,Debit Card,,,
ORD_0024628,CUST_06797,2024-09-02,PENDING,North,WH_5,42.56,0.0,6.99,3.4,52.95,Credit Card,,,
ORD_0024629,CUST_06797,2024-11-10,COMPLETE,North,WH_1,146.08,0.0,0.0,11.69,157.77,PayPal,,,
ORD_0024630,CUST_06797,2024-12-23,CANCELED,North,WH_1,184.89,0.0,0.0,14.79,199.68,Credit Card,,2024-12-25,Delivery too slow
ORD_0024631,CUST_06797,2024-11-24,COMPLETE,North,WH_1,307.38,0.93,0.0,24.52,330.97,Debit Card,PRM10,,
ORD_0024632,CUST_06798,2023-08-20,COMPLETE,West,WH_3,266.22,0.0,0.0,21.3,287.52,PayPal,,,
ORD_0024633,CUST_06798,2023-09-26,CANCELED,West,WH_5,41.78,0.0,6.99,3.34,52.11,PayPal,,2023-09-28,Payment issue
ORD_0024634,CUST_06798,2024-12-06,COMPLETE,West,WH_4,130.76,0.0,0.0,10.46,141.22,PayPal,,,
ORD_0024635,CUST_06799,2023-04-25,COMPLETE,North,WH_5,58.85,0.0,6.99,4.71,70.55,Klarna,,,
ORD_0024636,CUST_06799,2023-11-27,COMPLETE,North,WH_1,44.11,0.13,6.99,3.52,54.49,Credit Card,PRM04,,
ORD_0024637,CUST_06799,2023-12-12,COMPLETE,North,WH_1,185.47,0.0,0.0,14.84,200.31,Credit Card,,,
ORD_0024638,CUST_06800,2023-09-18,COMPLETE,West,WH_4,384.93,0.0,0.0,30.79,415.72,Credit Card,,,
ORD_0024639,CUST_06800,2023-10-12,COMPLETE,West,WH_4,234.69,0.0,0.0,18.78,253.47,Klarna,,,
ORD_0024640,CUST_06800,2023-11-13,COMPLETE,West,WH_1,420.02,0.0,0.0,33.6,453.62,Credit Card,,,
ORD_0024641,CUST_06800,2023-12-08,COMPLETE,West,WH_4,44.14,0.0,6.99,3.53,54.66,PayPal,,,
ORD_0024642,CUST_06800,2024-06-01,COMPLETE,West,WH_4,110.05,0.0,0.0,8.8,118.85,Debit Card,,,
ORD_0024643,CUST_06800,2024-10-03,COMPLETE,West,WH_4,100.38,0.0,0.0,8.03,108.41,Debit Card,,,
ORD_0024644,CUST_06802,2024-12-20,COMPLETE,West,WH_2,66.72,0.13,6.99,5.33,78.91,Credit Card,PRM11,,
ORD_0024645,CUST_06803,2023-12-09,COMPLETE,North,WH_1,109.03,0.0,0.0,8.72,117.75,Klarna,,,
ORD_0024646,CUST_06803,2024-06-09,COMPLETE,North,WH_4,42.36,0.0,6.99,3.39,52.74,PayPal,,,
ORD_0024647,CUST_06804,2023-11-21,COMPLETE,East,WH_3,139.66,0.0,0.0,11.17,150.83,Credit Card,,,
ORD_0024648,CUST_06804,2023-12-20,COMPLETE,East,WH_3,218.18,0.44,0.0,17.42,235.16,Credit Card,PRM05,,
ORD_0024649,CUST_06804,2024-05-14,PROCESSING,East,WH_3,109.95,0.0,0.0,8.8,118.75,Credit Card,,,
ORD_0024650,CUST_06804,2024-11-08,COMPLETE,East,WH_3,202.59,0.0,0.0,16.21,218.8,Credit Card,,,
ORD_0024651,CUST_06805,2024-04-10,COMPLETE,North,WH_1,329.25,0.66,0.0,26.29,354.88,PayPal,PRM07,,
ORD_0024652,CUST_06805,2024-06-25,COMPLETE,North,WH_2,35.58,0.0,6.99,2.85,45.42,Credit Card,,,
ORD_0024653,CUST_06805,2024-07-21,PENDING_PAYMENT,North,WH_1,42.46,0.0,6.99,3.4,52.85,Klarna,,,
ORD_0024654,CUST_06805,2024-11-15,COMPLETE,North,WH_1,121.34,0.0,0.0,9.71,131.05,PayPal,,,
ORD_0024655,CUST_06806,2023-11-14,COMPLETE,West,WH_4,108.88,0.0,0.0,8.71,117.59,PayPal,,,
ORD_0024656,CUST_06806,2024-01-09,COMPLETE,West,WH_4,304.66,0.0,0.0,24.37,329.03,Credit Card,,,
ORD_0024657,CUST_06806,2024-01-17,PENDING,West,WH_3,88.46,0.0,0.0,7.08,95.54,Credit Card,,,
ORD_0024658,CUST_06806,2024-05-31,COMPLETE,West,WH_4,220.1,0.0,0.0,17.61,237.71,Credit Card,,,
ORD_0024659,CUST_06806,2024-07-03,CLOSED,West,WH_4,110.24,0.0,0.0,8.82,119.06,Credit Card,,,
ORD_0024660,CUST_06806,2024-12-11,COMPLETE,West,WH_4,81.69,0.0,0.0,6.54,88.23,Credit Card,,,
ORD_0024661,CUST_06808,2023-09-12,COMPLETE,East,WH_1,75.16,0.0,0.0,6.01,81.17,PayPal,,,
ORD_0024662,CUST_06809,2023-12-06,COMPLETE,North,WH_1,234.83,0.0,0.0,18.79,253.62,Credit Card,,,
ORD_0024663,CUST_06809,2023-12-20,COMPLETE,North,WH_1,199.53,0.4,0.0,15.93,215.06,Credit Card,PRM05,,
ORD_0024664,CUST_06809,2024-02-26,COMPLETE,North,WH_1,109.49,0.0,0.0,8.76,118.25,Debit Card,,,
ORD_0024665,CUST_06809,2024-03-15,COMPLETE,North,WH_1,29.0,0.0,6.99,2.32,38.31,Credit Card,,,
ORD_0024666,CUST_06809,2024-04-13,COMPLETE,North,WH_3,119.96,0.24,0.0,9.58,129.3,Credit Card,PRM07,,
ORD_0024667,CUST_06809,2024-10-11,COMPLETE,North,WH_1,153.22,0.0,0.0,12.26,165.48,Apple Pay,,,
ORD_0024668,CUST_06810,2023-12-28,COMPLETE,South,WH_2,98.9,0.2,0.0,7.9,106.6,Credit Card,PRM05,,
ORD_0024669,CUST_06810,2024-01-18,COMPLETE,South,WH_2,48.54,0.0,6.99,3.88,59.41,Debit Card,,,
ORD_0024670,CUST_06810,2024-02-14,COMPLETE,South,WH_2,218.84,0.32,0.0,17.48,236.0,Debit Card,PRM06,,
ORD_0024671,CUST_06810,2024-11-27,COMPLETE,South,WH_2,50.34,0.0,6.99,4.03,61.36,PayPal,,,
ORD_0024672,CUST_06811,2023-06-03,COMPLETE,North,WH_1,107.92,0.0,0.0,8.63,116.55,Credit Card,,,
ORD_0024673,CUST_06811,2023-07-17,COMPLETE,North,WH_1,41.62,0.1,6.99,3.32,51.83,PayPal,PRM03,,
ORD_0024674,CUST_06811,2023-09-10,COMPLETE,North,WH_4,8.76,0.0,6.99,0.7,16.45,Apple Pay,,,
ORD_0024675,CUST_06811,2024-02-14,COMPLETE,North,WH_1,26.34,0.04,6.99,2.1,35.39,PayPal,PRM06,,
ORD_0024676,CUST_06812,2023-12-21,COMPLETE,North,WH_1,41.98,0.08,6.99,3.35,52.24,PayPal,PRM05,,
ORD_0024677,CUST_06812,2024-04-11,PENDING_PAYMENT,North,WH_1,59.97,0.12,6.99,4.79,71.63,Credit Card,PRM07,,
ORD_0024678,CUST_06812,2024-07-27,COMPLETE,North,WH_3,141.51,0.0,0.0,11.32,152.83,Apple Pay,,,
ORD_0024679,CUST_06812,2024-12-20,PENDING_PAYMENT,North,WH_1,76.82,0.0,0.0,6.15,82.97,Debit Card,,,
ORD_0024680,CUST_06814,2023-06-19,COMPLETE,East,WH_3,275.04,0.0,0.0,22.0,297.04,Apple Pay,,,
ORD_0024681,CUST_06814,2024-05-01,COMPLETE,East,WH_3,109.87,0.0,0.0,8.79,118.66,Credit Card,,,
ORD_0024682,CUST_06815,2024-05-18,COMPLETE,North,WH_1,109.97,0.0,0.0,8.8,118.77,Credit Card,,,
ORD_0024683,CUST_06816,2023-12-24,COMPLETE,West,WH_1,109.11,0.22,0.0,8.71,117.6,Credit Card,PRM05,,
ORD_0024684,CUST_06816,2024-03-28,COMPLETE,West,WH_3,48.72,0.0,6.99,3.9,59.61,Credit Card,,,
ORD_0024685,CUST_06816,2024-04-04,CLOSED,West,WH_5,214.08,0.43,0.0,17.09,230.74,Klarna,PRM07,,
ORD_0024686,CUST_06816,2024-07-12,PENDING,West,WH_4,110.29,0.0,0.0,8.82,119.11,PayPal,,,
ORD_0024687,CUST_06816,2024-10-10,SUSPECTED_FRAUD,West,WH_4,42.64,0.0,6.99,3.41,53.04,Credit Card,,,
ORD_0024688,CUST_06816,2024-10-19,COMPLETE,West,WH_4,44.89,0.0,6.99,3.59,55.47,Credit Card,,,
ORD_0024689,CUST_06816,2024-10-22,COMPLETE,West,WH_1,42.67,0.0,6.99,3.41,53.07,Credit Card,,,
ORD_0024690,CUST_06817,2023-09-19,COMPLETE,North,WH_1,584.52,0.0,0.0,46.76,631.28,Credit Card,,,
ORD_0024691,CUST_06817,2023-10-24,COMPLETE,North,WH_1,44.03,0.0,6.99,3.52,54.54,Credit Card,,,
ORD_0024692,CUST_06817,2023-11-17,COMPLETE,North,WH_1,130.08,0.0,0.0,10.41,140.49,Credit Card,,,
ORD_0024693,CUST_06817,2023-11-23,COMPLETE,North,WH_1,142.47,0.43,0.0,11.36,153.4,Debit Card,PRM04,,
ORD_0024694,CUST_06817,2023-12-02,COMPLETE,North,WH_1,173.36,0.0,0.0,13.87,187.23,Credit Card,,,
ORD_0024695,CUST_06817,2023-12-16,COMPLETE,North,WH_1,218.14,0.0,0.0,17.45,235.59,Credit Card,,,
ORD_0024696,CUST_06817,2024-04-30,COMPLETE,North,WH_1,329.58,0.0,0.0,26.37,355.95,Klarna,,,
ORD_0024697,CUST_06817,2024-05-05,COMPLETE,North,WH_1,262.07,0.0,0.0,20.97,283.04,Credit Card,,,
