date,product_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,safety_stock,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,lost_sales_qty,demand_forecast,days_of_cover
2023-04-16,PRD_0006,WH_4,SUP_002,West,0,326,25,20,3,0,5.33,11.18,1,0,0,0.0,711.4
2023-04-16,PRD_0006,WH_5,SUP_002,North,0,470,25,20,2,0,5.33,11.18,1,0,0,0.29,1676.0
2023-04-16,PRD_0007,WH_1,SUP_001,North,5,498,5,20,26,0,25.65,48.49,1,0,0,1.71,149.3
2023-04-16,PRD_0007,WH_2,SUP_001,South,3,408,5,20,20,0,25.65,48.49,1,0,0,2.0,164.6
2023-04-16,PRD_0007,WH_3,SUP_001,East,0,284,5,20,18,0,25.65,48.49,1,0,0,0.71,119.7
2023-04-16,PRD_0007,WH_4,SUP_001,West,0,288,5,20,17,0,25.65,48.49,1,0,0,0.57,122.3
2023-04-16,PRD_0007,WH_5,SUP_001,North,0,443,5,20,11,0,25.65,48.49,1,0,0,0.29,296.3
2023-04-16,PRD_0008,WH_1,SUP_004,North,0,420,7,20,2,0,30.44,63.22,1,0,0,0.14,1918.9
2023-04-16,PRD_0008,WH_2,SUP_004,South,0,630,7,20,2,0,30.44,63.22,1,0,0,0.14,2914.7
2023-04-16,PRD_0008,WH_3,SUP_004,East,1,356,7,20,1,0,30.44,63.22,1,0,0,0.14,1899.5
2023-04-16,PRD_0008,WH_4,SUP_004,West,0,259,7,20,1,0,30.44,63.22,1,0,0,0.0,1931.9
2023-04-16,PRD_0008,WH_5,SUP_004,North,0,282,7,20,1,0,30.44,63.22,1,0,0,0.0,2944.9
2023-04-16,PRD_0009,WH_1,SUP_003,North,0,506,10,20,9,0,18.68,25.76,1,0,0,0.57,401.6
2023-04-16,PRD_0009,WH_2,SUP_003,South,1,410,10,20,8,0,18.68,25.76,1,0,0,1.14,382.3
2023-04-16,PRD_0009,WH_3,SUP_003,East,1,326,10,20,7,0,18.68,25.76,1,0,0,0.29,339.0
2023-04-16,PRD_0009,WH_4,SUP_003,West,0,476,10,20,6,0,18.68,25.76,1,0,0,0.43,535.3
2023-04-16,PRD_0009,WH_5,SUP_003,North,0,676,10,20,4,0,18.68,25.76,1,0,0,0.57,1076.6
2023-04-16,PRD_0010,WH_1,SUP_007,North,0,294,22,20,3,0,15.53,21.83,1,0,0,0.0,653.2
2023-04-16,PRD_0010,WH_2,SUP_007,South,0,500,22,20,2,0,15.53,21.83,1,0,0,0.14,1555.3
2023-04-16,PRD_0010,WH_3,SUP_007,East,0,539,22,20,2,0,15.53,21.83,1,0,0,0.14,1751.2
2023-04-16,PRD_0010,WH_4,SUP_007,West,0,255,22,20,2,0,15.53,21.83,1,0,0,0.0,859.0
2023-04-16,PRD_0010,WH_5,SUP_007,North,0,363,22,20,1,0,15.53,21.83,1,0,0,0.43,1980.2
2023-04-16,PRD_0011,WH_1,SUP_008,North,0,445,14,20,5,0,30.07,62.99,1,0,0,0.43,679.1
2023-04-16,PRD_0011,WH_2,SUP_008,South,1,683,14,20,4,0,30.07,62.99,1,0,0,0.29,1260.8
2023-04-16,PRD_0011,WH_3,SUP_008,East,0,316,14,20,3,0,30.07,62.99,1,0,0,0.0,638.1
2023-04-16,PRD_0011,WH_4,SUP_008,West,3,583,14,20,3,0,30.07,62.99,1,0,0,0.14,1291.4
2023-04-16,PRD_0011,WH_5,SUP_008,North,0,276,14,20,2,0,30.07,62.99,1,0,0,0.29,1056.3
2023-04-16,PRD_0012,WH_1,SUP_002,North,2,551,25,26,7,0,6.02,8.64,1,0,0,0.14,557.9
2023-04-16,PRD_0012,WH_2,SUP_002,South,2,379,25,20,5,0,6.02,8.64,1,0,0,0.29,499.2
2023-04-16,PRD_0012,WH_3,SUP_002,East,2,612,25,20,5,0,6.02,8.64,1,0,0,0.71,860.3
2023-04-16,PRD_0012,WH_4,SUP_002,West,0,306,25,20,4,0,6.02,8.64,1,0,0,0.14,523.9
2023-04-16,PRD_0012,WH_5,SUP_002,North,0,464,25,20,3,0,6.02,8.64,1,0,0,0.14,1112.1
2023-04-16,PRD_0013,WH_1,SUP_004,North,7,219,7,86,82,0,27.55,41.18,1,0,0,5.71,20.4
2023-04-16,PRD_0013,WH_2,SUP_004,South,1,127,7,67,64,0,27.55,41.18,1,0,0,5.43,15.1
2023-04-16,PRD_0013,WH_3,SUP_004,East,2,365,7,60,58,0,27.55,41.18,1,0,0,4.71,49.2
2023-04-16,PRD_0013,WH_4,SUP_004,West,2,395,7,55,52,0,27.55,41.18,1,0,0,3.57,62.4
2023-04-16,PRD_0013,WH_5,SUP_004,North,3,181,7,35,33,0,27.55,41.18,1,0,0,1.29,42.0
2023-04-16,PRD_0014,WH_1,SUP_003,North,0,285,10,20,1,0,33.36,56.5,1,0,0,0.57,1750.7
2023-04-16,PRD_0014,WH_2,SUP_003,South,0,528,10,20,1,0,33.36,56.5,1,0,0,0.0,3477.2
2023-04-16,PRD_0014,WH_3,SUP_003,East,1,663,10,20,1,0,33.36,56.5,1,0,0,0.0,4446.4
2023-04-16,PRD_0014,WH_4,SUP_003,West,0,301,10,20,1,0,33.36,56.5,1,0,0,0.0,2933.7
2023-04-16,PRD_0014,WH_5,SUP_003,North,0,507,10,20,0,0,33.36,56.5,1,0,0,0.29,8235.9
2023-04-16,PRD_0015,WH_1,SUP_007,North,0,200,22,95,29,0,36.49,58.48,1,0,0,1.86,57.6
2023-04-16,PRD_0015,WH_2,SUP_007,South,2,269,22,74,22,0,36.49,58.48,1,0,0,2.29,98.6
2023-04-16,PRD_0015,WH_3,SUP_007,East,0,238,22,69,21,0,36.49,58.48,1,0,0,0.43,93.2
2023-04-16,PRD_0015,WH_4,SUP_007,West,0,503,22,59,18,0,36.49,58.48,1,0,0,1.14,202.8
2023-04-16,PRD_0015,WH_5,SUP_007,North,1,311,22,37,11,0,36.49,58.48,1,0,0,0.86,194.0
2023-04-16,PRD_0016,WH_1,SUP_004,North,0,319,7,20,3,0,17.25,24.87,1,0,0,0.43,726.4
2023-04-16,PRD_0016,WH_2,SUP_004,South,0,556,7,20,2,0,17.25,24.87,1,0,0,0.14,1652.2
2023-04-16,PRD_0016,WH_3,SUP_004,East,0,327,7,20,2,0,17.25,24.87,1,0,0,0.0,1138.3
2023-04-16,PRD_0016,WH_4,SUP_004,West,0,627,7,20,2,0,17.25,24.87,1,0,0,0.0,2362.6
2023-04-16,PRD_0016,WH_5,SUP_004,North,1,577,7,20,1,0,17.25,24.87,1,0,0,0.0,3321.2
2023-04-16,PRD_0017,WH_1,SUP_005,North,0,278,20,20,3,0,18.77,35.67,1,0,0,0.0,693.6
2023-04-16,PRD_0017,WH_2,SUP_005,South,0,686,20,20,2,0,18.77,35.67,1,0,0,0.0,2507.3
2023-04-16,PRD_0017,WH_3,SUP_005,East,1,325,20,20,2,0,18.77,35.67,1,0,0,0.0,1079.9
2023-04-16,PRD_0017,WH_4,SUP_005,West,0,443,20,20,2,0,18.77,35.67,1,0,0,0.0,2036.7
2023-04-16,PRD_0017,WH_5,SUP_005,North,0,528,20,20,1,0,18.77,35.67,1,0,0,0.0,3541.0
2023-04-16,PRD_0018,WH_1,SUP_006,North,2,376,18,41,15,0,24.44,47.56,1,0,0,1.14,194.9
2023-04-16,PRD_0018,WH_2,SUP_006,South,0,476,18,32,12,0,24.44,47.56,1,0,0,1.57,292.6
2023-04-16,PRD_0018,WH_3,SUP_006,East,0,424,18,31,11,0,24.44,47.56,1,0,0,0.43,277.2
2023-04-16,PRD_0018,WH_4,SUP_006,West,0,487,18,26,10,0,24.44,47.56,1,0,0,1.14,364.8
2023-04-16,PRD_0018,WH_5,SUP_006,North,0,293,18,20,6,0,24.44,47.56,1,0,0,0.14,351.7
2023-04-16,PRD_0019,WH_1,SUP_002,North,0,231,25,20,5,0,23.71,32.95,1,0,0,0.86,365.5
2023-04-16,PRD_0019,WH_2,SUP_002,South,0,403,25,20,4,0,23.71,32.95,1,0,0,0.14,688.3
2023-04-16,PRD_0019,WH_3,SUP_002,East,0,259,25,20,4,0,23.71,32.95,1,0,0,0.14,476.9
2023-04-16,PRD_0019,WH_4,SUP_002,West,0,626,25,20,3,0,23.71,32.95,1,0,0,0.29,1326.4
2023-04-16,PRD_0019,WH_5,SUP_002,North,0,318,25,20,2,0,23.71,32.95,1,0,0,0.0,1156.5
2023-04-16,PRD_0020,WH_1,SUP_001,North,0,647,5,20,6,0,31.44,47.54,1,0,0,0.29,740.2
2023-04-16,PRD_0020,WH_2,SUP_001,South,0,483,5,20,4,0,31.44,47.54,1,0,0,0.43,786.4
2023-04-16,PRD_0020,WH_3,SUP_001,East,1,595,5,20,4,0,31.44,47.54,1,0,0,0.43,1132.7
2023-04-16,PRD_0020,WH_4,SUP_001,West,0,414,5,20,3,0,31.44,47.54,1,0,0,0.0,852.5
2023-04-16,PRD_0020,WH_5,SUP_001,North,0,655,5,20,2,0,31.44,47.54,1,0,0,0.0,1995.0
2023-04-16,PRD_0021,WH_1,SUP_002,North,4,319,25,126,34,0,31.59,43.33,1,0,0,2.71,73.4
2023-04-16,PRD_0021,WH_2,SUP_002,South,2,338,25,97,26,0,31.59,43.33,1,0,0,2.0,109.5
2023-04-16,PRD_0021,WH_3,SUP_002,East,1,581,25,87,23,0,31.59,43.33,1,0,0,1.0,204.0
2023-04-16,PRD_0021,WH_4,SUP_002,West,2,402,25,79,21,0,31.59,43.33,1,0,0,2.0,147.5
2023-04-16,PRD_0021,WH_5,SUP_002,North,0,639,25,54,14,0,31.59,43.33,1,0,0,0.43,319.9
2023-04-16,PRD_0022,WH_1,SUP_001,North,0,463,5,20,10,0,26.9,48.86,1,0,0,0.71,339.5
2023-04-16,PRD_0022,WH_2,SUP_001,South,0,365,5,20,7,0,26.9,48.86,1,0,0,0.57,347.0
2023-04-16,PRD_0022,WH_3,SUP_001,East,1,575,5,20,7,0,26.9,48.86,1,0,0,0.57,567.2
2023-04-16,PRD_0022,WH_4,SUP_001,West,1,538,5,20,6,0,26.9,48.86,1,0,0,0.0,623.3
2023-04-16,PRD_0022,WH_5,SUP_001,North,0,296,5,20,4,0,26.9,48.86,1,0,0,0.14,517.6
2023-04-16,PRD_0023,WH_1,SUP_007,North,0,494,22,20,4,0,17.01,28.32,1,0,0,0.29,891.6
2023-04-16,PRD_0023,WH_2,SUP_007,South,0,585,22,20,3,0,17.01,28.32,1,0,0,0.71,1353.3
2023-04-16,PRD_0023,WH_3,SUP_007,East,0,549,22,20,3,0,17.01,28.32,1,0,0,0.57,1346.7
2023-04-16,PRD_0023,WH_4,SUP_007,West,0,554,22,20,3,0,17.01,28.32,1,0,0,0.71,1511.1
2023-04-16,PRD_0023,WH_5,SUP_007,North,0,654,22,20,2,0,17.01,28.32,1,0,0,0.0,2795.8
2023-04-16,PRD_0024,WH_1,SUP_008,North,0,564,14,20,3,0,11.31,21.22,1,0,0,0.0,1184.7
2023-04-16,PRD_0024,WH_2,SUP_008,South,0,617,14,20,3,0,11.31,21.22,1,0,0,0.0,1599.4
2023-04-16,PRD_0024,WH_3,SUP_008,East,0,265,14,20,2,0,11.31,21.22,1,0,0,0.14,827.8
2023-04-16,PRD_0024,WH_4,SUP_008,West,0,267,14,20,2,0,11.31,21.22,1,0,0,0.0,771.5
2023-04-16,PRD_0024,WH_5,SUP_008,North,0,245,14,20,1,0,11.31,21.22,1,0,0,0.14,1148.0
2023-04-16,PRD_0025,WH_1,SUP_008,North,0,303,14,20,1,0,34.67,70.75,1,0,0,0.0,2070.0
2023-04-16,PRD_0025,WH_2,SUP_008,South,0,657,14,20,1,0,34.67,70.75,1,0,0,0.14,7623.3
2023-04-16,PRD_0025,WH_3,SUP_008,East,0,295,14,20,1,0,34.67,70.75,1,0,0,0.0,2764.7
2023-04-16,PRD_0025,WH_4,SUP_008,West,0,338,14,20,1,0,34.67,70.75,1,0,0,0.0,4661.8
2023-04-16,PRD_0025,WH_5,SUP_008,North,0,681,14,20,0,0,34.67,70.75,1,0,0,0.0,13828.1
2023-04-16,PRD_0026,WH_1,SUP_002,North,0,678,25,20,2,0,6.68,12.54,1,0,0,0.14,2242.6
2023-04-16,PRD_0026,WH_2,SUP_002,South,0,584,25,20,2,0,6.68,12.54,1,0,0,0.43,2651.6
2023-04-16,PRD_0026,WH_3,SUP_002,East,1,338,25,20,1,0,6.68,12.54,1,0,0,0.0,1680.8
2023-04-16,PRD_0026,WH_4,SUP_002,West,0,247,25,20,1,0,6.68,12.54,1,0,0,0.0,1211.8
2023-04-16,PRD_0026,WH_5,SUP_002,North,0,617,25,20,1,0,6.68,12.54,1,0,0,0.29,4902.5
2023-04-16,PRD_0027,WH_1,SUP_006,North,0,471,18,20,3,0,19.27,43.46,1,0,0,0.0,1069.3
2023-04-16,PRD_0027,WH_2,SUP_006,South,0,255,18,20,2,0,19.27,43.46,1,0,0,0.0,875.1
2023-04-16,PRD_0027,WH_3,SUP_006,East,0,522,18,20,2,0,19.27,43.46,1,0,0,0.0,1659.1
2023-04-16,PRD_0027,WH_4,SUP_006,West,0,374,18,20,2,0,19.27,43.46,1,0,0,0.0,1562.3
2023-04-16,PRD_0027,WH_5,SUP_006,North,0,407,18,20,1,0,19.27,43.46,1,0,0,0.0,2288.6
2023-04-16,PRD_0028,WH_1,SUP_008,North,0,652,14,24,12,0,12.41,17.28,1,0,0,0.0,503.3
2023-04-16,PRD_0028,WH_2,SUP_008,South,0,258,14,20,10,0,12.41,17.28,1,0,0,0.0,250.8
2023-04-16,PRD_0028,WH_3,SUP_008,East,0,447,14,20,9,0,12.41,17.28,1,0,0,0.0,418.4
2023-04-16,PRD_0028,WH_4,SUP_008,West,0,577,14,20,8,0,12.41,17.28,1,0,0,0.0,561.6
2023-04-16,PRD_0028,WH_5,SUP_008,North,0,585,14,20,5,0,12.41,17.28,1,0,0,0.0,814.5
2023-04-16,PRD_0029,WH_1,SUP_002,North,0,343,25,20,3,0,38.69,84.97,1,0,0,0.0,873.6
2023-04-16,PRD_0029,WH_2,SUP_002,South,0,519,25,20,2,0,38.69,84.97,1,0,0,0.0,1772.8
2023-04-16,PRD_0029,WH_3,SUP_002,East,0,480,25,20,2,0,38.69,84.97,1,0,0,0.0,1728.5
2023-04-16,PRD_0029,WH_4,SUP_002,West,0,601,25,20,2,0,38.69,84.97,1,0,0,0.0,2646.6
2023-04-16,PRD_0029,WH_5,SUP_002,North,0,461,25,20,1,0,38.69,84.97,1,0,0,0.0,3209.4
2023-04-16,PRD_0030,WH_1,SUP_007,North,0,418,22,38,12,0,34.77,59.28,1,0,0,0.0,369.5
2023-04-16,PRD_0030,WH_2,SUP_007,South,0,352,22,28,8,0,34.77,59.28,1,0,0,0.0,359.4
2023-04-16,PRD_0030,WH_3,SUP_007,East,0,351,22,26,8,0,34.77,59.28,1,0,0,0.0,423.4
2023-04-16,PRD_0030,WH_4,SUP_007,West,0,490,22,24,7,0,34.77,59.28,1,0,0,0.0,587.2
2023-04-16,PRD_0030,WH_5,SUP_007,North,0,607,22,20,4,0,34.77,59.28,1,0,0,0.0,960.4
2023-04-16,PRD_0031,WH_1,SUP_001,North,0,605,5,20,2,0,47.16,74.46,1,0,0,0.0,2377.7
2023-04-16,PRD_0031,WH_2,SUP_001,South,0,661,5,20,1,0,47.16,74.46,1,0,0,0.0,3137.6
2023-04-16,PRD_0031,WH_3,SUP_001,East,0,533,5,20,1,0,47.16,74.46,1,0,0,0.0,3193.6
2023-04-16,PRD_0031,WH_4,SUP_001,West,0,602,5,20,1,0,47.16,74.46,1,0,0,0.0,3465.1
2023-04-16,PRD_0031,WH_5,SUP_001,North,0,566,5,20,1,0,47.16,74.46,1,0,0,0.0,4755.7
2023-04-16,PRD_0032,WH_1,SUP_002,North,0,499,25,20,0,0,31.97,69.72,1,0,0,0.0,0.0
2023-04-16,PRD_0032,WH_2,SUP_002,South,0,464,25,20,0,0,31.97,69.72,1,0,0,0.0,0.0
2023-04-16,PRD_0032,WH_3,SUP_002,East,0,576,25,20,0,0,31.97,69.72,1,0,0,0.0,0.0
2023-04-16,PRD_0032,WH_4,SUP_002,West,0,570,25,20,0,0,31.97,69.72,1,0,0,0.0,0.0
2023-04-16,PRD_0032,WH_5,SUP_002,North,0,255,25,20,0,0,31.97,69.72,1,0,0,0.0,0.0
2023-04-16,PRD_0033,WH_1,SUP_008,North,0,262,14,20,3,0,27.53,40.93,1,0,0,0.0,676.8
2023-04-16,PRD_0033,WH_2,SUP_008,South,0,342,14,20,2,0,27.53,40.93,1,0,0,0.0,1087.0
2023-04-16,PRD_0033,WH_3,SUP_008,East,0,285,14,20,2,0,27.53,40.93,1,0,0,0.0,1232.8
2023-04-16,PRD_0033,WH_4,SUP_008,West,0,496,14,20,2,0,27.53,40.93,1,0,0,0.0,2083.8
2023-04-16,PRD_0033,WH_5,SUP_008,North,0,400,14,20,1,0,27.53,40.93,1,0,0,0.0,2520.7
2023-04-16,PRD_0034,WH_1,SUP_006,North,0,373,18,20,3,0,10.48,19.19,1,0,0,0.0,943.5
2023-04-16,PRD_0034,WH_2,SUP_006,South,0,640,18,20,2,0,10.48,19.19,1,0,0,0.0,2079.3
2023-04-16,PRD_0034,WH_3,SUP_006,East,0,306,18,20,2,0,10.48,19.19,1,0,0,0.0,1177.3
2023-04-16,PRD_0034,WH_4,SUP_006,West,0,563,18,20,2,0,10.48,19.19,1,0,0,0.0,2177.5
2023-04-16,PRD_0034,WH_5,SUP_006,North,0,507,18,20,1,0,10.48,19.19,1,0,0,0.0,3860.6
2023-04-16,PRD_0035,WH_1,SUP_001,North,0,635,5,20,1,0,41.19,83.6,1,0,0,0.0,6107.7
2023-04-16,PRD_0035,WH_2,SUP_001,South,0,251,5,20,1,0,41.19,83.6,1,0,0,0.0,2822.8
2023-04-16,PRD_0035,WH_3,SUP_001,East,0,688,5,20,0,0,41.19,83.6,1,0,0,0.0,13592.6
2023-04-16,PRD_0035,WH_4,SUP_001,West,0,554,5,20,0,0,41.19,83.6,1,0,0,0.0,11249.3
2023-04-16,PRD_0035,WH_5,SUP_001,North,0,578,5,20,0,0,41.19,83.6,1,0,0,0.0,15089.9
2023-04-16,PRD_0036,WH_1,SUP_008,North,0,363,14,20,2,0,22.89,37.45,1,0,0,0.0,1294.4
2023-04-16,PRD_0036,WH_2,SUP_008,South,0,479,14,20,1,0,22.89,37.45,1,0,0,0.0,2273.7
2023-04-16,PRD_0036,WH_3,SUP_008,East,0,561,14,20,1,0,22.89,37.45,1,0,0,0.0,3037.7
2023-04-16,PRD_0036,WH_4,SUP_008,West,0,690,14,20,1,0,22.89,37.45,1,0,0,0.0,3681.7
2023-04-16,PRD_0036,WH_5,SUP_008,North,0,483,14,20,1,0,22.89,37.45,1,0,0,0.0,3427.9
2023-04-16,PRD_0037,WH_1,SUP_004,North,0,692,7,20,0,0,17.89,39.87,1,0,0,0.0,13671.7
2023-04-16,PRD_0037,WH_2,SUP_004,South,0,489,7,20,0,0,17.89,39.87,1,0,0,0.0,10513.5
2023-04-16,PRD_0037,WH_3,SUP_004,East,0,538,7,20,0,0,17.89,39.87,1,0,0,0.0,10629.1
2023-04-16,PRD_0037,WH_4,SUP_004,West,0,443,7,20,0,0,17.89,39.87,1,0,0,0.0,10794.4
2023-04-16,PRD_0037,WH_5,SUP_004,North,0,689,7,20,0,0,17.89,39.87,1,0,0,0.0,25183.0
2023-04-16,PRD_0038,WH_1,SUP_001,North,0,285,5,20,0,0,11.32,19.79,1,0,0,0.0,5952.4
2023-04-16,PRD_0038,WH_2,SUP_001,South,0,357,5,20,0,0,11.32,19.79,1,0,0,0.0,7675.5
2023-04-16,PRD_0038,WH_3,SUP_001,East,0,320,5,20,0,0,11.32,19.79,1,0,0,0.0,8996.9
2023-04-16,PRD_0038,WH_4,SUP_001,West,0,298,5,20,0,0,11.32,19.79,1,0,0,0.0,9901.7
2023-04-16,PRD_0038,WH_5,SUP_001,North,0,387,5,20,0,0,11.32,19.79,1,0,0,0.0,25717.9
2023-04-16,PRD_0039,WH_1,SUP_006,North,0,539,18,20,6,0,41.2,73.91,1,0,0,0.0,731.0
2023-04-16,PRD_0039,WH_2,SUP_006,South,0,575,18,20,5,0,41.2,73.91,1,0,0,0.0,856.1
2023-04-16,PRD_0039,WH_3,SUP_006,East,0,387,18,20,5,0,41.2,73.91,1,0,0,0.0,731.0
2023-04-16,PRD_0039,WH_4,SUP_006,West,0,287,18,20,4,0,41.2,73.91,1,0,0,0.0,711.2
2023-04-16,PRD_0039,WH_5,SUP_006,North,0,392,18,20,3,0,41.2,73.91,1,0,0,0.0,1085.4
2023-04-16,PRD_0040,WH_1,SUP_007,North,0,670,22,20,0,0,40.86,64.19,1,0,0,0.0,37674.6
2023-04-16,PRD_0040,WH_2,SUP_007,South,0,320,22,20,0,0,40.86,64.19,1,0,0,0.0,23392.0
2023-04-16,PRD_0040,WH_3,SUP_007,East,0,441,22,20,0,0,40.86,64.19,1,0,0,0.0,23026.5
2023-04-16,PRD_0040,WH_4,SUP_007,West,0,618,22,20,0,0,40.86,64.19,1,0,0,0.0,32268.4
2023-04-16,PRD_0040,WH_5,SUP_007,North,0,360,22,20,0,0,40.86,64.19,1,0,0,0.0,52632.0
2023-04-17,PRD_0001,WH_1,SUP_006,North,10,280,18,470,174,0,48.68,107.02,0,0,0,13.14,15.6
2023-04-17,PRD_0001,WH_2,SUP_006,South,24,645,23,374,138,498,48.68,107.02,0,0,0,8.0,40.5
2023-04-17,PRD_0001,WH_3,SUP_006,East,5,271,11,336,125,0,48.68,107.02,0,0,0,10.57,18.2
2023-04-17,PRD_0001,WH_4,SUP_006,West,13,221,15,297,110,0,48.68,107.02,0,0,0,10.86,18.7
2023-04-17,PRD_0001,WH_5,SUP_006,North,4,164,30,192,71,0,48.68,107.02,0,0,0,5.29,19.0
2023-04-17,PRD_0002,WH_1,SUP_001,North,0,411,5,20,3,0,11.94,23.87,0,0,0,0.71,1073.0
2023-04-17,PRD_0002,WH_2,SUP_001,South,0,315,5,20,2,0,11.94,23.87,0,0,0,0.14,1051.4
2023-04-17,PRD_0002,WH_3,SUP_001,East,0,589,5,20,2,0,11.94,23.87,0,0,0,0.0,2002.6
2023-04-17,PRD_0002,WH_4,SUP_001,West,0,592,5,20,2,0,11.94,23.87,0,0,0,0.0,2487.1
2023-04-17,PRD_0002,WH_5,SUP_001,North,0,309,5,20,1,0,11.94,23.87,0,0,0,0.0,1724.3
2023-04-17,PRD_0003,WH_1,SUP_007,North,0,617,22,20,3,0,21.67,38.92,0,0,0,0.0,1366.7
2023-04-17,PRD_0003,WH_2,SUP_007,South,1,353,22,20,2,0,21.67,38.92,0,0,0,0.57,1303.2
2023-04-17,PRD_0003,WH_3,SUP_007,East,0,582,22,20,2,0,21.67,38.92,0,0,0,0.0,2159.6
2023-04-17,PRD_0003,WH_4,SUP_007,West,0,668,22,20,2,0,21.67,38.92,0,0,0,0.0,2906.6
2023-04-17,PRD_0003,WH_5,SUP_007,North,0,489,22,20,1,0,21.67,38.92,0,0,0,0.14,3249.6
2023-04-17,PRD_0004,WH_1,SUP_002,North,0,501,25,20,3,0,35.14,62.03,0,0,0,0.0,1322.1
2023-04-17,PRD_0004,WH_2,SUP_002,South,0,471,25,20,2,0,35.14,62.03,0,0,0,0.0,1557.9
2023-04-17,PRD_0004,WH_3,SUP_002,East,0,327,25,20,2,0,35.14,62.03,0,0,0,0.29,1154.8
2023-04-17,PRD_0004,WH_4,SUP_002,West,1,418,25,20,2,0,35.14,62.03,0,0,0,0.0,1818.8
2023-04-17,PRD_0004,WH_5,SUP_002,North,0,454,25,20,1,0,35.14,62.03,0,0,0,0.0,2613.2
2023-04-17,PRD_0005,WH_1,SUP_008,North,0,531,14,20,1,0,42.45,89.76,0,0,0,0.14,3317.6
2023-04-17,PRD_0005,WH_2,SUP_008,South,0,483,14,20,1,0,42.45,89.76,0,0,0,0.0,3394.9
2023-04-17,PRD_0005,WH_3,SUP_008,East,0,325,14,20,1,0,42.45,89.76,0,0,0,0.14,2449.2
2023-04-17,PRD_0005,WH_4,SUP_008,West,0,318,14,20,1,0,42.45,89.76,0,0,0,0.14,4007.9
2023-04-17,PRD_0005,WH_5,SUP_008,North,0,274,14,20,0,0,42.45,89.76,0,0,0,0.14,4354.2
2023-04-17,PRD_0006,WH_1,SUP_002,North,0,355,25,21,6,0,5.33,11.18,0,0,0,0.29,459.3
2023-04-17,PRD_0006,WH_2,SUP_002,South,1,454,25,20,4,0,5.33,11.18,0,0,0,0.14,777.2
2023-04-17,PRD_0006,WH_3,SUP_002,East,0,293,25,20,4,0,5.33,11.18,0,0,0,0.0,563.6
2023-04-17,PRD_0006,WH_4,SUP_002,West,0,326,25,20,3,0,5.33,11.18,0,0,0,0.0,711.4
2023-04-17,PRD_0006,WH_5,SUP_002,North,0,470,25,20,2,0,5.33,11.18,0,0,0,0.14,1676.0
2023-04-17,PRD_0007,WH_1,SUP_001,North,4,494,5,20,26,0,25.65,48.49,0,0,0,2.14,148.1
2023-04-17,PRD_0007,WH_2,SUP_001,South,2,406,5,20,20,0,25.65,48.49,0,0,0,2.29,163.8
2023-04-17,PRD_0007,WH_3,SUP_001,East,0,284,5,20,18,0,25.65,48.49,0,0,0,0.57,119.7
2023-04-17,PRD_0007,WH_4,SUP_001,West,1,287,5,20,17,0,25.65,48.49,0,0,0,0.57,121.8
2023-04-17,PRD_0007,WH_5,SUP_001,North,1,442,5,20,11,0,25.65,48.49,0,0,0,0.29,295.6
2023-04-17,PRD_0008,WH_1,SUP_004,North,0,420,7,20,2,0,30.44,63.22,0,0,0,0.14,1918.9
2023-04-17,PRD_0008,WH_2,SUP_004,South,0,630,7,20,2,0,30.44,63.22,0,0,0,0.14,2914.7
2023-04-17,PRD_0008,WH_3,SUP_004,East,0,356,7,20,1,0,30.44,63.22,0,0,0,0.29,1899.5
2023-04-17,PRD_0008,WH_4,SUP_004,West,0,259,7,20,1,0,30.44,63.22,0,0,0,0.0,1931.9
2023-04-17,PRD_0008,WH_5,SUP_004,North,0,282,7,20,1,0,30.44,63.22,0,0,0,0.0,2944.9
2023-04-17,PRD_0009,WH_1,SUP_003,North,0,506,10,20,9,0,18.68,25.76,0,0,0,0.43,401.6
2023-04-17,PRD_0009,WH_2,SUP_003,South,1,409,10,20,8,0,18.68,25.76,0,0,0,0.86,381.4
2023-04-17,PRD_0009,WH_3,SUP_003,East,1,325,10,20,7,0,18.68,25.76,0,0,0,0.43,337.9
2023-04-17,PRD_0009,WH_4,SUP_003,West,1,475,10,20,6,0,18.68,25.76,0,0,0,0.29,534.2
2023-04-17,PRD_0009,WH_5,SUP_003,North,0,676,10,20,4,0,18.68,25.76,0,0,0,0.57,1076.6
2023-04-17,PRD_0010,WH_1,SUP_007,North,0,294,22,20,3,0,15.53,21.83,0,0,0,0.0,653.2
2023-04-17,PRD_0010,WH_2,SUP_007,South,1,499,22,20,2,0,15.53,21.83,0,0,0,0.14,1552.2
2023-04-17,PRD_0010,WH_3,SUP_007,East,1,538,22,20,2,0,15.53,21.83,0,0,0,0.14,1747.9
2023-04-17,PRD_0010,WH_4,SUP_007,West,0,255,22,20,2,0,15.53,21.83,0,0,0,0.0,859.0
2023-04-17,PRD_0010,WH_5,SUP_007,North,0,363,22,20,1,0,15.53,21.83,0,0,0,0.43,1980.2
2023-04-17,PRD_0011,WH_1,SUP_008,North,0,445,14,20,5,0,30.07,62.99,0,0,0,0.43,679.1
2023-04-17,PRD_0011,WH_2,SUP_008,South,0,683,14,20,4,0,30.07,62.99,0,0,0,0.43,1260.8
2023-04-17,PRD_0011,WH_3,SUP_008,East,0,316,14,20,3,0,30.07,62.99,0,0,0,0.0,638.1
