return_id,order_id,product_id,customer_id,return_date,quantity,reason,refund_amount,condition,restocked_flag
RET_0004598,ORD_0019228,PRD_0013,CUST_05296,2023-04-05,1,Changed mind,41.18,Restock,1
RET_0004599,ORD_0019233,PRD_0013,CUST_05298,2024-10-18,2,Wrong size / fit,82.36,Restock,1
RET_0004600,ORD_0019235,PRD_0013,CUST_05300,2024-07-13,1,Defective / damaged,41.18,Restock,1
RET_0004601,ORD_0019242,PRD_0013,CUST_05302,2023-11-29,1,Not as described,41.18,Restock,1
RET_0004602,ORD_0019246,PRD_0001,CUST_05302,2024-03-18,1,Changed mind,107.02,Restock,1
RET_0004603,ORD_0019247,PRD_0001,CUST_05302,2024-05-15,1,Defective / damaged,107.02,Restock,1
RET_0004604,ORD_0019252,PRD_0012,CUST_05304,2024-08-22,1,Wrong size / fit,8.64,Restock,1
RET_0004605,ORD_0019256,PRD_0013,CUST_05306,2024-06-27,1,Defective / damaged,41.18,Restock,1
RET_0004606,ORD_0019257,PRD_0001,CUST_05306,2024-08-14,1,Not as described,107.02,Restock,1
RET_0004607,ORD_0019266,PRD_0013,CUST_05307,2024-07-26,1,Defective / damaged,41.18,Restock,1
RET_0004608,ORD_0019270,PRD_0013,CUST_05308,2023-10-26,1,Not as described,41.18,Resell (open box),1
RET_0004609,ORD_0019273,PRD_0013,CUST_05309,2024-01-14,1,Not as described,41.18,Restock,1
RET_0004610,ORD_0019276,PRD_0002,CUST_05309,2024-03-29,1,Wrong size / fit,23.87,Restock,1
RET_0004611,ORD_0019280,PRD_0013,CUST_05309,2024-12-31,1,Defective / damaged,41.18,Restock,1
RET_0004612,ORD_0019283,PRD_0001,CUST_05310,2023-10-28,1,Wrong size / fit,107.02,Scrap,1
RET_0004613,ORD_0019284,PRD_0013,CUST_05310,2024-03-14,1,Not as described,41.18,Restock,1
RET_0004614,ORD_0019285,PRD_0001,CUST_05310,2024-06-19,1,Late delivery,107.02,Restock,1
RET_0004615,ORD_0019285,PRD_0013,CUST_05310,2024-06-23,1,Late delivery,41.18,Restock,1
RET_0004616,ORD_0019289,PRD_0023,CUST_05313,2023-12-07,1,Changed mind,28.32,Restock,1
RET_0004617,ORD_0019296,PRD_0001,CUST_05314,2024-03-17,1,Wrong size / fit,107.02,Restock,1
RET_0004618,ORD_0019298,PRD_0001,CUST_05314,2024-05-06,1,Wrong size / fit,107.02,Restock,1
RET_0004619,ORD_0019303,PRD_0021,CUST_05316,2023-10-01,1,Defective / damaged,43.33,Restock,1
RET_0004620,ORD_0019304,PRD_0012,CUST_05316,2024-07-07,1,Changed mind,8.64,Scrap,1
RET_0004621,ORD_0019308,PRD_0018,CUST_05318,2024-05-20,1,Defective / damaged,47.56,Scrap,1
RET_0004622,ORD_0019309,PRD_0013,CUST_05318,2024-05-13,1,Wrong size / fit,41.18,Restock,1
RET_0004623,ORD_0019312,PRD_0001,CUST_05318,2024-11-13,1,Changed mind,107.02,Restock,1
RET_0004624,ORD_0019314,PRD_0001,CUST_05320,2024-07-24,1,Late delivery,107.02,Restock,1
RET_0004625,ORD_0019318,PRD_0018,CUST_05322,2024-06-29,1,Late delivery,47.56,Restock,1
RET_0004626,ORD_0019319,PRD_0021,CUST_05323,2024-08-02,1,Changed mind,43.33,Restock,1
RET_0004627,ORD_0019327,PRD_0001,CUST_05325,2023-10-08,1,Wrong size / fit,107.02,Restock,1
RET_0004628,ORD_0019328,PRD_0013,CUST_05325,2024-02-03,1,Wrong size / fit,41.18,Restock,1
RET_0004629,ORD_0019334,PRD_0021,CUST_05325,2024-08-18,1,Late delivery,43.33,Resell (open box),1
RET_0004630,ORD_0019341,PRD_0013,CUST_05327,2023-10-17,1,Changed mind,41.18,Resell (open box),1
RET_0004631,ORD_0019341,PRD_0020,CUST_05327,2023-10-09,1,Wrong size / fit,47.54,Restock,1
RET_0004632,ORD_0019351,PRD_0001,CUST_05328,2023-03-17,1,Wrong size / fit,107.02,Restock,1
RET_0004633,ORD_0019354,PRD_0013,CUST_05328,2023-05-29,2,Wrong size / fit,82.36,Restock,1
RET_0004634,ORD_0019356,PRD_0021,CUST_05328,2023-06-12,1,Not as described,43.33,Restock,1
RET_0004635,ORD_0019360,PRD_0017,CUST_05328,2024-04-26,2,Wrong size / fit,71.34,Restock,1
RET_0004636,ORD_0019364,PRD_0013,CUST_05329,2024-05-13,1,Wrong size / fit,41.18,Resell (open box),1
RET_0004637,ORD_0019367,PRD_0013,CUST_05331,2023-12-16,1,Wrong size / fit,41.18,Restock,1
RET_0004638,ORD_0019377,PRD_0002,CUST_05332,2024-12-31,1,Wrong size / fit,23.87,Restock,1
RET_0004639,ORD_0019380,PRD_0039,CUST_05335,2024-12-31,1,Not as described,73.91,Restock,1
RET_0004640,ORD_0019385,PRD_0001,CUST_05338,2024-08-27,2,Changed mind,214.04,Scrap,1
RET_0004641,ORD_0019387,PRD_0011,CUST_05339,2023-12-05,1,Wrong size / fit,62.99,Restock,1
RET_0004642,ORD_0019388,PRD_0021,CUST_05339,2024-06-22,1,Wrong size / fit,43.33,Resell (open box),1
RET_0004643,ORD_0019391,PRD_0039,CUST_05339,2024-12-31,1,Wrong size / fit,73.91,Scrap,1
RET_0004644,ORD_0019392,PRD_0013,CUST_05341,2024-09-19,1,Defective / damaged,41.18,Restock,1
RET_0004645,ORD_0019395,PRD_0013,CUST_05343,2024-06-27,1,Wrong size / fit,41.18,Restock,1
RET_0004646,ORD_0019400,PRD_0021,CUST_05344,2023-12-14,1,Changed mind,43.33,Resell (open box),1
RET_0004647,ORD_0019402,PRD_0024,CUST_05344,2024-06-30,1,Late delivery,21.22,Resell (open box),1
RET_0004648,ORD_0019404,PRD_0007,CUST_05344,2024-11-22,1,Wrong size / fit,48.49,Restock,1
RET_0004649,ORD_0019409,PRD_0001,CUST_05347,2024-01-10,1,Defective / damaged,107.02,Restock,1
RET_0004650,ORD_0019410,PRD_0001,CUST_05347,2024-02-27,1,Not as described,107.02,Restock,1
RET_0004651,ORD_0019410,PRD_0001,CUST_05347,2024-03-30,1,Wrong size / fit,107.02,Restock,1
RET_0004652,ORD_0019412,PRD_0013,CUST_05348,2024-12-30,1,Changed mind,41.18,Restock,1
RET_0004653,ORD_0019422,PRD_0023,CUST_05350,2023-10-04,2,Changed mind,56.64,Scrap,1
RET_0004654,ORD_0019424,PRD_0001,CUST_05350,2024-04-24,1,Wrong size / fit,107.02,Restock,1
RET_0004655,ORD_0019429,PRD_0028,CUST_05351,2024-10-14,1,Wrong size / fit,17.28,Scrap,1
RET_0004656,ORD_0019429,PRD_0021,CUST_05351,2024-09-04,1,Wrong size / fit,43.33,Restock,1
RET_0004657,ORD_0019434,PRD_0001,CUST_05354,2024-04-13,1,Late delivery,107.02,Restock,1
RET_0004658,ORD_0019435,PRD_0001,CUST_05354,2024-07-06,1,Changed mind,107.02,Resell (open box),1
RET_0004659,ORD_0019437,PRD_0001,CUST_05355,2024-07-10,1,Wrong size / fit,107.02,Resell (open box),1
RET_0004660,ORD_0019447,PRD_0022,CUST_05358,2023-12-09,1,Changed mind,48.86,Restock,1
RET_0004661,ORD_0019450,PRD_0001,CUST_05358,2024-07-14,1,Changed mind,107.02,Restock,1
RET_0004662,ORD_0019450,PRD_0001,CUST_05358,2024-06-05,2,Defective / damaged,214.04,Resell (open box),1
RET_0004663,ORD_0019453,PRD_0039,CUST_05358,2024-12-31,1,Not as described,73.91,Resell (open box),1
RET_0004664,ORD_0019454,PRD_0004,CUST_05361,2024-04-25,1,Wrong size / fit,62.03,Restock,1
RET_0004665,ORD_0019468,PRD_0009,CUST_05365,2024-11-20,1,Defective / damaged,25.76,Restock,1
RET_0004666,ORD_0019482,PRD_0010,CUST_05369,2023-12-25,2,Changed mind,43.66,Restock,1
RET_0004667,ORD_0019488,PRD_0021,CUST_05369,2024-07-09,1,Changed mind,43.33,Restock,1
RET_0004668,ORD_0019490,PRD_0001,CUST_05370,2024-07-28,1,Wrong size / fit,107.02,Restock,1
RET_0004669,ORD_0019497,PRD_0030,CUST_05372,2024-12-05,1,Wrong size / fit,59.28,Resell (open box),1
RET_0004670,ORD_0019498,PRD_0013,CUST_05373,2024-01-30,3,Changed mind,123.54,Restock,1
RET_0004671,ORD_0019508,PRD_0009,CUST_05376,2024-03-18,2,Wrong size / fit,51.52,Restock,1
RET_0004672,ORD_0019511,PRD_0013,CUST_05376,2024-07-26,1,Changed mind,41.18,Restock,1
RET_0004673,ORD_0019515,PRD_0013,CUST_05376,2024-11-18,1,Wrong size / fit,41.18,Restock,1
RET_0004674,ORD_0019516,PRD_0021,CUST_05376,2024-11-20,1,Wrong size / fit,43.33,Restock,1
RET_0004675,ORD_0019520,PRD_0010,CUST_05377,2024-06-25,1,Defective / damaged,21.83,Restock,1
RET_0004676,ORD_0019522,PRD_0021,CUST_05377,2024-12-12,1,Wrong size / fit,43.33,Restock,1
RET_0004677,ORD_0019526,PRD_0006,CUST_05378,2024-07-19,1,Wrong size / fit,11.18,Restock,1
RET_0004678,ORD_0019529,PRD_0021,CUST_05379,2024-07-13,1,Wrong size / fit,43.33,Restock,1
RET_0004679,ORD_0019531,PRD_0013,CUST_05380,2024-07-22,1,Wrong size / fit,41.18,Restock,1
RET_0004680,ORD_0019531,PRD_0013,CUST_05380,2024-07-01,1,Wrong size / fit,41.18,Restock,1
RET_0004681,ORD_0019535,PRD_0021,CUST_05381,2023-04-06,1,Wrong size / fit,43.33,Resell (open box),1
RET_0004682,ORD_0019540,PRD_0013,CUST_05381,2024-06-01,3,Wrong size / fit,123.54,Restock,1
RET_0004683,ORD_0019544,PRD_0013,CUST_05382,2024-06-18,1,Defective / damaged,41.18,Restock,1
RET_0004684,ORD_0019550,PRD_0026,CUST_05382,2024-12-11,1,Defective / damaged,12.54,Restock,1
RET_0004685,ORD_0019554,PRD_0007,CUST_05384,2024-12-31,1,Wrong size / fit,48.49,Restock,1
RET_0004686,ORD_0019559,PRD_0013,CUST_05386,2024-01-11,1,Wrong size / fit,41.18,Restock,1
RET_0004687,ORD_0019560,PRD_0001,CUST_05387,2024-01-19,1,Changed mind,107.02,Restock,1
RET_0004688,ORD_0019565,PRD_0013,CUST_05388,2023-08-29,1,Defective / damaged,41.18,Restock,1
RET_0004689,ORD_0019567,PRD_0019,CUST_05388,2024-01-16,1,Defective / damaged,32.95,Scrap,1
RET_0004690,ORD_0019568,PRD_0013,CUST_05388,2024-03-17,2,Defective / damaged,82.36,Restock,1
RET_0004691,ORD_0019569,PRD_0013,CUST_05388,2024-04-13,1,Late delivery,41.18,Restock,1
RET_0004692,ORD_0019570,PRD_0013,CUST_05388,2024-07-25,2,Defective / damaged,82.36,Restock,1
RET_0004693,ORD_0019573,PRD_0013,CUST_05389,2024-05-31,1,Not as described,41.18,Restock,1
RET_0004694,ORD_0019577,PRD_0013,CUST_05390,2023-06-24,2,Wrong size / fit,82.36,Restock,1
RET_0004695,ORD_0019579,PRD_0001,CUST_05390,2023-10-03,1,Wrong size / fit,107.02,Restock,1
RET_0004696,ORD_0019582,PRD_0015,CUST_05390,2024-02-10,1,Wrong size / fit,58.48,Restock,1
RET_0004697,ORD_0019583,PRD_0001,CUST_05390,2024-01-09,1,Defective / damaged,107.02,Restock,1
RET_0004698,ORD_0019585,PRD_0015,CUST_05390,2024-02-10,2,Wrong size / fit,116.96,Scrap,1
RET_0004699,ORD_0019588,PRD_0021,CUST_05391,2023-05-29,1,Wrong size / fit,43.33,Restock,1
RET_0004700,ORD_0019609,PRD_0013,CUST_05393,2024-08-05,1,Late delivery,41.18,Restock,1
RET_0004701,ORD_0019619,PRD_0013,CUST_05395,2023-06-22,1,Wrong size / fit,41.18,Scrap,1
RET_0004702,ORD_0019622,PRD_0001,CUST_05395,2023-07-06,1,Wrong size / fit,107.02,Scrap,1
RET_0004703,ORD_0019636,PRD_0013,CUST_05395,2024-08-10,1,Defective / damaged,41.18,Restock,1
RET_0004704,ORD_0019637,PRD_0024,CUST_05395,2024-08-30,1,Late delivery,21.22,Restock,1
RET_0004705,ORD_0019638,PRD_0013,CUST_05395,2024-09-05,1,Wrong size / fit,41.18,Restock,1
RET_0004706,ORD_0019640,PRD_0021,CUST_05395,2024-11-17,1,Wrong size / fit,43.33,Restock,1
RET_0004707,ORD_0019646,PRD_0001,CUST_05397,2024-03-05,1,Late delivery,107.02,Restock,1
RET_0004708,ORD_0019650,PRD_0013,CUST_05401,2024-07-23,1,Not as described,41.18,Restock,1
RET_0004709,ORD_0019653,PRD_0021,CUST_05403,2024-06-27,1,Wrong size / fit,43.33,Resell (open box),1
RET_0004710,ORD_0019656,PRD_0013,CUST_05403,2024-12-31,1,Defective / damaged,41.18,Restock,1
RET_0004711,ORD_0019659,PRD_0007,CUST_05404,2023-11-15,1,Wrong size / fit,48.49,Restock,1
RET_0004712,ORD_0019664,PRD_0016,CUST_05404,2024-11-19,1,Wrong size / fit,24.87,Restock,1
RET_0004713,ORD_0019668,PRD_0001,CUST_05405,2024-02-28,1,Not as described,107.02,Restock,1
RET_0004714,ORD_0019669,PRD_0023,CUST_05405,2024-03-05,1,Changed mind,28.32,Resell (open box),1
RET_0004715,ORD_0019669,PRD_0001,CUST_05405,2024-03-01,1,Wrong size / fit,107.02,Restock,1
RET_0004716,ORD_0019676,PRD_0015,CUST_05406,2024-07-06,1,Changed mind,58.48,Restock,1
RET_0004717,ORD_0019679,PRD_0001,CUST_05408,2024-05-05,1,Wrong size / fit,107.02,Restock,1
RET_0004718,ORD_0019680,PRD_0001,CUST_05408,2024-04-27,1,Late delivery,107.02,Scrap,1
RET_0004719,ORD_0019695,PRD_0021,CUST_05412,2024-01-13,1,Defective / damaged,43.33,Restock,1
RET_0004720,ORD_0019700,PRD_0009,CUST_05413,2024-12-31,2,Wrong size / fit,51.52,Resell (open box),1
RET_0004721,ORD_0019709,PRD_0021,CUST_05417,2024-05-22,1,Wrong size / fit,43.33,Restock,1
RET_0004722,ORD_0019711,PRD_0001,CUST_05417,2024-06-21,1,Wrong size / fit,107.02,Restock,1
RET_0004723,ORD_0019713,PRD_0028,CUST_05417,2024-09-19,1,Not as described,17.28,Resell (open box),1
RET_0004724,ORD_0019725,PRD_0001,CUST_05420,2023-06-21,1,Defective / damaged,107.02,Restock,1
RET_0004725,ORD_0019726,PRD_0001,CUST_05420,2023-12-31,1,Wrong size / fit,107.02,Scrap,1
RET_0004726,ORD_0019729,PRD_0021,CUST_05420,2024-07-01,2,Wrong size / fit,86.66,Resell (open box),1
RET_0004727,ORD_0019736,PRD_0021,CUST_05421,2024-05-06,1,Changed mind,43.33,Scrap,1
RET_0004728,ORD_0019748,PRD_0013,CUST_05424,2024-12-24,1,Changed mind,41.18,Restock,1
RET_0004729,ORD_0019751,PRD_0021,CUST_05429,2023-12-14,1,Wrong size / fit,43.33,Restock,1
RET_0004730,ORD_0019752,PRD_0013,CUST_05429,2024-03-08,1,Late delivery,41.18,Restock,1
RET_0004731,ORD_0019753,PRD_0017,CUST_05429,2024-12-14,1,Defective / damaged,35.67,Scrap,1
RET_0004732,ORD_0019760,PRD_0013,CUST_05430,2024-10-15,1,Wrong size / fit,41.18,Restock,1
RET_0004733,ORD_0019763,PRD_0013,CUST_05430,2024-12-31,1,Wrong size / fit,41.18,Restock,1
RET_0004734,ORD_0019765,PRD_0013,CUST_05431,2024-04-29,1,Changed mind,41.18,Resell (open box),1
RET_0004735,ORD_0019766,PRD_0001,CUST_05431,2024-09-01,1,Changed mind,107.02,Restock,1
RET_0004736,ORD_0019770,PRD_0001,CUST_05433,2024-01-22,2,Wrong size / fit,214.04,Resell (open box),1
RET_0004737,ORD_0019774,PRD_0001,CUST_05433,2024-04-27,1,Changed mind,107.02,Resell (open box),1
RET_0004738,ORD_0019779,PRD_0013,CUST_05434,2024-12-31,3,Wrong size / fit,123.54,Restock,1
RET_0004739,ORD_0019779,PRD_0013,CUST_05434,2024-12-15,1,Changed mind,41.18,Restock,1
RET_0004740,ORD_0019785,PRD_0013,CUST_05436,2024-10-04,1,Late delivery,41.18,Restock,1
RET_0004741,ORD_0019786,PRD_0001,CUST_05438,2024-01-13,1,Wrong size / fit,107.02,Restock,1
RET_0004742,ORD_0019790,PRD_0022,CUST_05438,2024-04-14,1,Defective / damaged,48.86,Restock,1
RET_0004743,ORD_0019791,PRD_0013,CUST_05438,2024-04-29,1,Defective / damaged,41.18,Restock,1
RET_0004744,ORD_0019793,PRD_0026,CUST_05439,2023-08-30,1,Not as described,12.54,Resell (open box),1
RET_0004745,ORD_0019802,PRD_0030,CUST_05440,2024-12-27,1,Not as described,59.28,Restock,1
RET_0004746,ORD_0019807,PRD_0021,CUST_05443,2023-04-20,2,Changed mind,86.66,Restock,1
RET_0004747,ORD_0019830,PRD_0012,CUST_05452,2024-07-03,1,Wrong size / fit,8.64,Restock,1
RET_0004748,ORD_0019842,PRD_0034,CUST_05457,2024-11-17,1,Changed mind,19.19,Scrap,1
RET_0004749,ORD_0019848,PRD_0010,CUST_05459,2024-04-27,1,Defective / damaged,21.83,Resell (open box),1
RET_0004750,ORD_0019852,PRD_0021,CUST_05461,2024-05-18,1,Defective / damaged,43.33,Restock,1
RET_0004751,ORD_0019853,PRD_0001,CUST_05461,2024-06-03,1,Not as described,107.02,Scrap,1
RET_0004752,ORD_0019860,PRD_0001,CUST_05462,2024-10-03,1,Changed mind,107.02,Restock,1
RET_0004753,ORD_0019862,PRD_0013,CUST_05465,2023-04-28,3,Changed mind,123.54,Scrap,1
RET_0004754,ORD_0019873,PRD_0013,CUST_05468,2024-05-30,2,Not as described,82.36,Restock,1
RET_0004755,ORD_0019887,PRD_0001,CUST_05471,2024-02-23,1,Late delivery,107.02,Resell (open box),1
RET_0004756,ORD_0019904,PRD_0001,CUST_05475,2023-06-23,1,Defective / damaged,107.02,Scrap,1
RET_0004757,ORD_0019904,PRD_0009,CUST_05475,2023-06-13,1,Wrong size / fit,25.76,Restock,1
RET_0004758,ORD_0019909,PRD_0001,CUST_05476,2024-03-29,1,Wrong size / fit,107.02,Restock,1
RET_0004759,ORD_0019915,PRD_0022,CUST_05478,2023-07-24,1,Not as described,48.86,Scrap,1
RET_0004760,ORD_0019917,PRD_0013,CUST_05479,2023-11-25,1,Wrong size / fit,41.18,Restock,1
RET_0004761,ORD_0019919,PRD_0001,CUST_05479,2024-04-22,2,Changed mind,214.04,Restock,1
RET_0004762,ORD_0019930,PRD_0001,CUST_05486,2024-04-16,1,Not as described,107.02,Restock,1
RET_0004763,ORD_0019938,PRD_0013,CUST_05491,2023-08-13,1,Wrong size / fit,41.18,Restock,1
RET_0004764,ORD_0019952,PRD_0010,CUST_05502,2023-05-07,1,Changed mind,21.83,Restock,1
RET_0004765,ORD_0019955,PRD_0013,CUST_05502,2024-08-04,1,Not as described,41.18,Scrap,1
RET_0004766,ORD_0019958,PRD_0017,CUST_05502,2024-12-31,2,Wrong size / fit,71.34,Restock,1
RET_0004767,ORD_0019962,PRD_0017,CUST_05507,2023-04-29,1,Wrong size / fit,35.67,Restock,1
RET_0004768,ORD_0019963,PRD_0001,CUST_05507,2023-08-18,1,Changed mind,107.02,Resell (open box),1
RET_0004769,ORD_0019969,PRD_0004,CUST_05507,2024-02-08,1,Changed mind,62.03,Resell (open box),1
RET_0004770,ORD_0019982,PRD_0001,CUST_05511,2023-10-21,1,Changed mind,107.02,Restock,1
RET_0004771,ORD_0019984,PRD_0018,CUST_05511,2023-12-25,1,Wrong size / fit,47.56,Restock,1
RET_0004772,ORD_0019988,PRD_0001,CUST_05512,2024-07-02,1,Wrong size / fit,107.02,Restock,1
RET_0004773,ORD_0019990,PRD_0001,CUST_05513,2023-07-27,1,Defective / damaged,107.02,Restock,1
RET_0004774,ORD_0019990,PRD_0007,CUST_05513,2023-08-03,1,Wrong size / fit,48.49,Resell (open box),1
RET_0004775,ORD_0019999,PRD_0013,CUST_05514,2024-08-07,1,Not as described,41.18,Resell (open box),1
RET_0004776,ORD_0020001,PRD_0007,CUST_05514,2024-12-24,2,Changed mind,96.98,Restock,1
RET_0004777,ORD_0020007,PRD_0001,CUST_05515,2024-06-25,1,Defective / damaged,107.02,Restock,1
RET_0004778,ORD_0020008,PRD_0028,CUST_05515,2024-10-05,2,Wrong size / fit,34.56,Scrap,1
RET_0004779,ORD_0020018,PRD_0012,CUST_05523,2024-02-25,1,Wrong size / fit,8.64,Restock,1
RET_0004780,ORD_0020018,PRD_0001,CUST_05523,2024-01-28,1,Wrong size / fit,107.02,Restock,1
RET_0004781,ORD_0020023,PRD_0001,CUST_05523,2024-12-07,1,Changed mind,107.02,Resell (open box),1
RET_0004782,ORD_0020028,PRD_0021,CUST_05524,2024-08-08,1,Wrong size / fit,43.33,Restock,1
RET_0004783,ORD_0020032,PRD_0009,CUST_05525,2023-12-12,1,Wrong size / fit,25.76,Scrap,1
RET_0004784,ORD_0020033,PRD_0021,CUST_05525,2024-01-27,1,Changed mind,43.33,Resell (open box),1
RET_0004785,ORD_0020033,PRD_0006,CUST_05525,2024-01-02,1,Not as described,11.18,Restock,1
RET_0004786,ORD_0020036,PRD_0021,CUST_05525,2024-12-31,1,Wrong size / fit,43.33,Restock,1
RET_0004787,ORD_0020037,PRD_0002,CUST_05526,2024-09-29,1,Wrong size / fit,23.87,Restock,1
RET_0004788,ORD_0020039,PRD_0018,CUST_05528,2024-12-07,1,Wrong size / fit,47.56,Restock,1
RET_0004789,ORD_0020042,PRD_0001,CUST_05529,2024-05-10,1,Defective / damaged,107.02,Resell (open box),1
RET_0004790,ORD_0020048,PRD_0019,CUST_05531,2024-09-21,2,Defective / damaged,65.9,Resell (open box),1
RET_0004791,ORD_0020048,PRD_0001,CUST_05531,2024-09-09,1,Defective / damaged,107.02,Scrap,1
RET_0004792,ORD_0020050,PRD_0001,CUST_05532,2023-04-30,1,Wrong size / fit,107.02,Restock,1
RET_0004793,ORD_0020060,PRD_0024,CUST_05536,2024-12-29,1,Defective / damaged,21.22,Restock,1
RET_0004794,ORD_0020060,PRD_0021,CUST_05536,2024-12-19,1,Not as described,43.33,Resell (open box),1
RET_0004795,ORD_0020061,PRD_0039,CUST_05537,2024-12-31,1,Defective / damaged,73.91,Restock,1
RET_0004796,ORD_0020062,PRD_0009,CUST_05539,2024-03-06,1,Changed mind,25.76,Scrap,1
RET_0004797,ORD_0020066,PRD_0001,CUST_05541,2023-10-20,1,Wrong size / fit,107.02,Resell (open box),1
RET_0004798,ORD_0020073,PRD_0001,CUST_05546,2024-03-02,1,Not as described,107.02,Restock,1
RET_0004799,ORD_0020075,PRD_0013,CUST_05546,2024-03-30,1,Wrong size / fit,41.18,Restock,1
RET_0004800,ORD_0020079,PRD_0001,CUST_05549,2023-07-11,1,Wrong size / fit,107.02,Resell (open box),1
RET_0004801,ORD_0020084,PRD_0013,CUST_05549,2024-04-11,1,Wrong size / fit,41.18,Scrap,1
RET_0004802,ORD_0020086,PRD_0033,CUST_05549,2024-12-27,1,Changed mind,40.93,Restock,1
RET_0004803,ORD_0020087,PRD_0018,CUST_05552,2024-10-18,1,Changed mind,47.56,Restock,1
RET_0004804,ORD_0020088,PRD_0004,CUST_05552,2024-12-15,1,Late delivery,62.03,Scrap,1
RET_0004805,ORD_0020092,PRD_0001,CUST_05556,2024-01-16,1,Defective / damaged,107.02,Restock,1
RET_0004806,ORD_0020101,PRD_0021,CUST_05557,2024-10-20,1,Defective / damaged,43.33,Restock,1
RET_0004807,ORD_0020102,PRD_0035,CUST_05559,2024-11-08,3,Wrong size / fit,250.8,Restock,1
RET_0004808,ORD_0020104,PRD_0020,CUST_05560,2024-10-12,1,Not as described,47.54,Restock,1
RET_0004809,ORD_0020105,PRD_0001,CUST_05560,2024-10-16,1,Defective / damaged,107.02,Scrap,1
RET_0004810,ORD_0020106,PRD_0001,CUST_05561,2024-05-02,1,Not as described,107.02,Resell (open box),1
RET_0004811,ORD_0020115,PRD_0018,CUST_05561,2024-12-31,1,Changed mind,47.56,Resell (open box),1
RET_0004812,ORD_0020116,PRD_0013,CUST_05561,2024-12-31,1,Wrong size / fit,41.18,Restock,1
RET_0004813,ORD_0020117,PRD_0001,CUST_05561,2024-12-31,1,Wrong size / fit,107.02,Restock,1
RET_0004814,ORD_0020124,PRD_0013,CUST_05565,2023-05-13,1,Wrong size / fit,41.18,Restock,1
RET_0004815,ORD_0020132,PRD_0013,CUST_05565,2024-08-18,1,Wrong size / fit,41.18,Restock,1
RET_0004816,ORD_0020134,PRD_0019,CUST_05565,2024-12-12,2,Late delivery,65.9,Resell (open box),1
RET_0004817,ORD_0020134,PRD_0007,CUST_05565,2024-12-16,1,Late delivery,48.49,Resell (open box),1
RET_0004818,ORD_0020141,PRD_0001,CUST_05568,2024-10-12,1,Wrong size / fit,107.02,Restock,1
RET_0004819,ORD_0020144,PRD_0036,CUST_05569,2024-12-31,1,Wrong size / fit,37.45,Restock,1
RET_0004820,ORD_0020155,PRD_0001,CUST_05573,2024-03-19,1,Wrong size / fit,107.02,Restock,1
RET_0004821,ORD_0020159,PRD_0013,CUST_05573,2024-03-07,1,Wrong size / fit,41.18,Resell (open box),1
RET_0004822,ORD_0020160,PRD_0020,CUST_05573,2024-04-24,1,Wrong size / fit,47.54,Restock,1
RET_0004823,ORD_0020162,PRD_0013,CUST_05573,2024-08-08,1,Defective / damaged,41.18,Restock,1
RET_0004824,ORD_0020168,PRD_0013,CUST_05573,2024-09-10,1,Wrong size / fit,41.18,Restock,1
RET_0004825,ORD_0020172,PRD_0013,CUST_05574,2023-09-28,1,Changed mind,41.18,Restock,1
RET_0004826,ORD_0020172,PRD_0001,CUST_05574,2023-09-21,1,Not as described,107.02,Restock,1
RET_0004827,ORD_0020177,PRD_0021,CUST_05574,2024-03-28,2,Late delivery,86.66,Scrap,1
RET_0004828,ORD_0020188,PRD_0018,CUST_05577,2024-11-21,1,Wrong size / fit,47.56,Restock,1
RET_0004829,ORD_0020192,PRD_0001,CUST_05579,2024-10-06,2,Wrong size / fit,214.04,Restock,1
RET_0004830,ORD_0020192,PRD_0002,CUST_05579,2024-10-04,1,Defective / damaged,23.87,Restock,1
RET_0004831,ORD_0020192,PRD_0007,CUST_05579,2024-09-26,1,Wrong size / fit,48.49,Restock,1
RET_0004832,ORD_0020193,PRD_0030,CUST_05579,2024-12-31,1,Not as described,59.28,Restock,1
RET_0004833,ORD_0020199,PRD_0021,CUST_05581,2024-01-01,1,Defective / damaged,43.33,Resell (open box),1
RET_0004834,ORD_0020207,PRD_0001,CUST_05581,2024-03-19,1,Not as described,107.02,Restock,1
RET_0004835,ORD_0020214,PRD_0013,CUST_05582,2023-11-12,1,Wrong size / fit,41.18,Restock,1
RET_0004836,ORD_0020226,PRD_0019,CUST_05584,2024-02-09,1,Wrong size / fit,32.95,Restock,1
RET_0004837,ORD_0020228,PRD_0001,CUST_05584,2024-02-21,2,Defective / damaged,214.04,Restock,1
RET_0004838,ORD_0020229,PRD_0001,CUST_05584,2024-03-24,2,Not as described,214.04,Restock,1
RET_0004839,ORD_0020229,PRD_0001,CUST_05584,2024-03-13,1,Wrong size / fit,107.02,Restock,1
RET_0004840,ORD_0020232,PRD_0015,CUST_05584,2024-12-18,1,Wrong size / fit,58.48,Restock,1
RET_0004841,ORD_0020235,PRD_0030,CUST_05585,2024-11-27,1,Defective / damaged,59.28,Resell (open box),1
RET_0004842,ORD_0020236,PRD_0030,CUST_05585,2024-12-31,1,Defective / damaged,59.28,Restock,1
RET_0004843,ORD_0020237,PRD_0039,CUST_05585,2024-12-02,1,Not as described,73.91,Restock,1
RET_0004844,ORD_0020243,PRD_0018,CUST_05589,2024-02-29,2,Late delivery,95.12,Restock,1
RET_0004845,ORD_0020247,PRD_0010,CUST_05591,2024-11-23,1,Late delivery,21.83,Restock,1
