po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,received_date,qty_ordered,qty_received,unit_cost,total_value,actual_lead_days,status
PO_000221,SUP_004,PRD_0013,WH_2,2024-02-14,2024-02-21,2024-02-19,133,133,27.64,3676.12,5,Received
PO_000222,SUP_004,PRD_0013,WH_4,2024-02-14,2024-02-21,2024-02-20,117,117,26.79,3134.43,6,Received
PO_000223,SUP_006,PRD_0001,WH_1,2024-02-15,2024-03-04,2024-03-09,651,651,49.04,31925.04,23,Received
PO_000224,SUP_002,PRD_0021,WH_5,2024-02-15,2024-03-11,2024-03-08,200,200,30.77,6154.0,22,Received
PO_000225,SUP_006,PRD_0001,WH_2,2024-02-18,2024-03-07,2024-03-05,516,516,47.46,24489.36,16,Received
PO_000226,SUP_006,PRD_0001,WH_5,2024-02-18,2024-03-07,2024-02-29,253,253,47.71,12070.63,11,Received
PO_000227,SUP_004,PRD_0013,WH_3,2024-02-18,2024-02-25,2024-02-24,124,124,27.66,3429.84,6,Received
PO_000228,SUP_001,PRD_0007,WH_3,2024-02-19,2024-02-24,2024-02-25,50,50,25.63,1281.5,6,Received
PO_000229,SUP_007,PRD_0015,WH_2,2024-02-19,2024-03-12,2024-03-12,180,180,37.3,6714.0,22,Received
PO_000230,SUP_006,PRD_0001,WH_4,2024-02-20,2024-03-09,2024-02-27,396,396,49.27,19510.92,7,Received
PO_000231,SUP_001,PRD_0007,WH_4,2024-02-20,2024-02-25,2024-02-27,50,50,25.99,1299.5,7,Received
PO_000232,SUP_004,PRD_0013,WH_1,2024-02-20,2024-02-27,2024-02-26,165,165,27.33,4509.45,6,Received
PO_000233,SUP_004,PRD_0013,WH_5,2024-02-20,2024-02-27,2024-03-05,72,72,27.84,2004.48,14,Received
PO_000234,SUP_001,PRD_0007,WH_2,2024-02-21,2024-02-26,2024-02-27,50,50,25.48,1274.0,6,Received
PO_000235,SUP_006,PRD_0018,WH_5,2024-02-21,2024-03-10,2024-03-27,120,120,23.77,2852.4,35,Received
PO_000236,SUP_002,PRD_0021,WH_3,2024-02-21,2024-03-17,2024-03-13,200,200,31.8,6360.0,21,Received
PO_000237,SUP_007,PRD_0015,WH_5,2024-02-24,2024-03-17,2024-03-06,180,180,35.79,6442.2,11,Received
PO_000238,SUP_004,PRD_0013,WH_2,2024-02-25,2024-03-03,2024-03-03,133,133,27.48,3654.84,7,Received
PO_000239,SUP_004,PRD_0013,WH_4,2024-02-26,2024-03-04,2024-03-03,105,105,27.03,2838.15,6,Received
PO_000240,SUP_006,PRD_0001,WH_3,2024-02-28,2024-03-17,2024-03-25,472,472,49.36,23297.92,26,Received
PO_000241,SUP_001,PRD_0007,WH_1,2024-02-28,2024-03-04,2024-03-04,50,50,24.92,1246.0,5,Received
PO_000242,SUP_004,PRD_0013,WH_3,2024-03-02,2024-03-09,2024-03-10,126,126,28.2,3553.2,8,Received
PO_000243,SUP_003,PRD_0009,WH_3,2024-03-03,2024-03-13,2024-03-12,80,80,18.65,1492.0,9,Received
PO_000244,SUP_004,PRD_0013,WH_1,2024-03-03,2024-03-10,2024-03-09,179,179,28.21,5049.59,6,Received
PO_000245,SUP_001,PRD_0007,WH_5,2024-03-04,2024-03-09,2024-03-21,50,50,25.56,1278.0,17,Received
PO_000246,SUP_006,PRD_0001,WH_5,2024-03-06,2024-03-24,2024-03-20,259,259,47.33,12258.47,14,Received
PO_000247,SUP_001,PRD_0007,WH_2,2024-03-06,2024-03-11,,50,0,25.43,1271.5,,Cancelled
PO_000248,SUP_001,PRD_0007,WH_3,2024-03-06,2024-03-11,2024-03-11,50,50,25.9,1295.0,5,Received
PO_000249,SUP_002,PRD_0021,WH_1,2024-03-06,2024-03-31,2024-04-23,200,200,31.46,6292.0,48,Received
PO_000250,SUP_001,PRD_0007,WH_2,2024-03-07,2024-03-12,2024-03-12,50,50,25.03,1251.5,5,Received
PO_000251,SUP_004,PRD_0013,WH_2,2024-03-08,2024-03-15,2024-03-17,130,130,27.44,3567.2,9,Received
PO_000252,SUP_006,PRD_0001,WH_2,2024-03-09,2024-03-27,2024-03-20,511,511,47.66,24354.26,11,Received
PO_000253,SUP_006,PRD_0001,WH_4,2024-03-09,2024-03-27,2024-04-03,402,402,47.74,19191.48,25,Received
PO_000254,SUP_001,PRD_0007,WH_4,2024-03-09,2024-03-14,2024-03-17,50,50,25.84,1292.0,8,Received
PO_000255,SUP_004,PRD_0013,WH_4,2024-03-09,2024-03-16,,112,0,27.59,3090.08,,Cancelled
PO_000256,SUP_007,PRD_0015,WH_3,2024-03-09,2024-03-31,2024-04-07,180,180,35.43,6377.4,29,Received
PO_000257,SUP_004,PRD_0013,WH_4,2024-03-10,2024-03-17,2024-03-20,120,120,27.12,3254.4,10,Received
PO_000258,SUP_004,PRD_0013,WH_5,2024-03-10,2024-03-17,2024-03-18,69,69,26.98,1861.62,8,Received
PO_000259,SUP_002,PRD_0019,WH_1,2024-03-10,2024-04-04,2024-03-30,200,200,23.84,4768.0,20,Received
PO_000260,SUP_001,PRD_0007,WH_1,2024-03-11,2024-03-16,2024-03-17,50,50,25.8,1290.0,6,Received
PO_000261,SUP_006,PRD_0018,WH_1,2024-03-11,2024-03-29,2024-04-02,120,120,23.99,2878.8,22,Received
PO_000262,SUP_006,PRD_0001,WH_1,2024-03-13,2024-03-31,2024-03-25,637,637,47.64,30346.68,12,Received
PO_000263,SUP_002,PRD_0021,WH_4,2024-03-14,2024-04-08,2024-04-03,200,200,31.67,6334.0,20,Received
PO_000264,SUP_004,PRD_0013,WH_3,2024-03-15,2024-03-22,2024-03-22,119,119,27.17,3233.23,7,Received
PO_000265,SUP_004,PRD_0013,WH_1,2024-03-17,2024-03-24,2024-03-24,179,179,27.81,4977.99,7,Received
PO_000266,SUP_007,PRD_0015,WH_1,2024-03-17,2024-04-08,2024-04-15,180,180,36.87,6636.6,29,Received
PO_000267,SUP_001,PRD_0007,WH_1,2024-03-20,2024-03-25,2024-03-24,53,53,26.09,1382.77,4,Received
PO_000268,SUP_001,PRD_0007,WH_2,2024-03-20,2024-03-25,2024-03-23,50,50,25.81,1290.5,3,Received
PO_000269,SUP_001,PRD_0007,WH_3,2024-03-20,2024-03-25,2024-03-23,50,50,26.25,1312.5,3,Received
PO_000270,SUP_007,PRD_0015,WH_4,2024-03-20,2024-04-11,2024-04-12,180,180,36.39,6550.2,23,Received
PO_000271,SUP_002,PRD_0021,WH_2,2024-03-21,2024-04-15,2024-03-29,200,200,31.29,6258.0,8,Received
PO_000272,SUP_004,PRD_0013,WH_2,2024-03-22,2024-03-29,2024-03-30,129,129,26.91,3471.39,8,Received
PO_000273,SUP_006,PRD_0001,WH_2,2024-03-23,2024-04-10,,496,0,48.06,23837.76,,Cancelled
PO_000274,SUP_006,PRD_0001,WH_5,2024-03-23,2024-04-10,2024-04-10,269,269,48.85,13140.65,18,Received
PO_000275,SUP_006,PRD_0001,WH_2,2024-03-24,2024-04-11,2024-04-03,520,520,49.51,25745.2,10,Received
PO_000276,SUP_004,PRD_0013,WH_5,2024-03-24,2024-03-31,2024-03-31,71,71,27.6,1959.6,7,Received
PO_000277,SUP_001,PRD_0022,WH_2,2024-03-24,2024-03-29,2024-04-09,50,50,26.58,1329.0,16,Received
PO_000278,SUP_004,PRD_0013,WH_4,2024-03-25,2024-04-01,2024-04-04,111,111,27.64,3068.04,10,Received
PO_000279,SUP_004,PRD_0013,WH_3,2024-03-26,2024-04-02,2024-04-02,116,116,28.17,3267.72,7,Received
PO_000280,SUP_001,PRD_0022,WH_1,2024-03-27,2024-04-01,2024-04-01,50,50,27.37,1368.5,5,Received
PO_000281,SUP_001,PRD_0007,WH_4,2024-03-28,2024-04-02,2024-03-31,50,50,25.26,1263.0,3,Received
PO_000282,SUP_006,PRD_0001,WH_1,2024-03-29,2024-04-16,2024-04-07,636,636,48.84,31062.24,9,Received
PO_000283,SUP_006,PRD_0001,WH_3,2024-03-29,2024-04-16,2024-04-26,461,461,49.99,23045.39,28,Received
PO_000284,SUP_001,PRD_0007,WH_1,2024-03-29,2024-04-03,2024-04-02,50,50,25.36,1268.0,4,Received
PO_000285,SUP_004,PRD_0013,WH_1,2024-03-30,2024-04-06,2024-04-09,169,152,28.19,4764.11,10,Partially Received
PO_000286,SUP_006,PRD_0018,WH_3,2024-03-30,2024-04-17,2024-04-29,120,120,24.64,2956.8,30,Received
PO_000287,SUP_007,PRD_0015,WH_2,2024-04-02,2024-04-24,2024-04-27,180,180,35.88,6458.4,25,Received
PO_000288,SUP_001,PRD_0007,WH_2,2024-04-03,2024-04-08,2024-04-08,50,50,25.31,1265.5,5,Received
PO_000289,SUP_004,PRD_0013,WH_2,2024-04-04,2024-04-11,2024-04-14,136,136,27.67,3763.12,10,Received
PO_000290,SUP_001,PRD_0007,WH_3,2024-04-05,2024-04-10,2024-04-09,50,50,25.22,1261.0,4,Received
PO_000291,SUP_004,PRD_0013,WH_5,2024-04-05,2024-04-12,2024-04-15,67,67,27.78,1861.26,10,Received
PO_000292,SUP_006,PRD_0001,WH_4,2024-04-06,2024-04-24,2024-05-14,406,406,47.62,19333.72,38,Received
PO_000293,SUP_004,PRD_0013,WH_3,2024-04-06,2024-04-13,2024-04-11,116,116,28.33,3286.28,5,Received
PO_000294,SUP_001,PRD_0007,WH_5,2024-04-07,2024-04-12,2024-04-10,50,50,25.53,1276.5,3,Received
PO_000295,SUP_004,PRD_0013,WH_4,2024-04-08,2024-04-15,2024-04-14,105,105,27.88,2927.4,6,Received
PO_000296,SUP_006,PRD_0018,WH_2,2024-04-08,2024-04-26,2024-04-19,120,120,24.92,2990.4,11,Received
PO_000297,SUP_002,PRD_0021,WH_3,2024-04-08,2024-05-03,2024-04-30,200,200,32.48,6496.0,22,Received
PO_000298,SUP_001,PRD_0007,WH_1,2024-04-09,2024-04-14,2024-04-16,50,50,26.4,1320.0,7,Received
PO_000299,SUP_006,PRD_0001,WH_2,2024-04-10,2024-04-28,2024-05-03,528,528,49.0,25872.0,23,Received
PO_000300,SUP_006,PRD_0018,WH_4,2024-04-11,2024-04-29,2024-04-25,120,120,25.13,3015.6,14,Received
PO_000301,SUP_004,PRD_0013,WH_1,2024-04-12,2024-04-19,2024-04-22,163,163,28.18,4593.34,10,Received
PO_000302,SUP_006,PRD_0001,WH_1,2024-04-13,2024-05-01,2024-05-14,650,650,47.71,31011.5,31,Received
PO_000303,SUP_001,PRD_0007,WH_2,2024-04-13,2024-04-18,2024-05-04,50,50,25.58,1279.0,21,Received
PO_000304,SUP_006,PRD_0001,WH_5,2024-04-15,2024-05-03,2024-05-03,257,257,48.26,12402.82,18,Received
PO_000305,SUP_004,PRD_0013,WH_3,2024-04-16,2024-04-23,2024-04-23,130,130,26.73,3474.9,7,Received
PO_000306,SUP_001,PRD_0007,WH_4,2024-04-17,2024-04-22,2024-04-22,50,50,25.12,1256.0,5,Received
PO_000307,SUP_004,PRD_0013,WH_2,2024-04-20,2024-04-27,2024-04-30,129,129,27.4,3534.6,10,Received
PO_000308,SUP_004,PRD_0013,WH_4,2024-04-20,2024-04-27,2024-04-25,109,109,28.12,3065.08,5,Received
PO_000309,SUP_004,PRD_0013,WH_5,2024-04-20,2024-04-27,2024-04-26,69,69,27.17,1874.73,6,Received
PO_000310,SUP_003,PRD_0009,WH_2,2024-04-21,2024-05-01,2024-04-30,80,80,18.52,1481.6,9,Received
PO_000311,SUP_001,PRD_0022,WH_1,2024-04-22,2024-04-27,2024-04-26,50,50,26.58,1329.0,4,Received
PO_000312,SUP_001,PRD_0007,WH_1,2024-04-23,2024-04-28,2024-04-27,50,50,25.52,1276.0,4,Received
PO_000313,SUP_001,PRD_0007,WH_3,2024-04-23,2024-04-28,2024-05-15,50,50,26.38,1319.0,22,Received
PO_000314,SUP_004,PRD_0013,WH_1,2024-04-26,2024-05-03,2024-05-02,188,188,27.11,5096.68,6,Received
PO_000315,SUP_003,PRD_0009,WH_1,2024-04-27,2024-05-07,2024-05-05,80,80,19.0,1520.0,8,Received
PO_000316,SUP_002,PRD_0021,WH_2,2024-04-27,2024-05-22,2024-06-17,200,200,31.77,6354.0,51,Received
PO_000317,SUP_006,PRD_0001,WH_3,2024-04-30,2024-05-18,2024-05-15,454,454,48.12,21846.48,15,Received
PO_000318,SUP_004,PRD_0013,WH_3,2024-04-30,2024-05-07,2024-05-06,119,119,26.81,3190.39,6,Received
PO_000319,SUP_001,PRD_0022,WH_2,2024-04-30,2024-05-05,2024-05-04,50,50,26.65,1332.5,4,Received
PO_000320,SUP_001,PRD_0007,WH_5,2024-05-01,2024-05-06,2024-05-29,50,50,25.89,1294.5,28,Received
PO_000321,SUP_004,PRD_0013,WH_5,2024-05-01,2024-05-08,2024-05-06,66,66,27.52,1816.32,5,Received
PO_000322,SUP_006,PRD_0018,WH_1,2024-05-01,2024-05-19,2024-05-18,120,120,24.08,2889.6,17,Received
PO_000323,SUP_001,PRD_0007,WH_1,2024-05-02,2024-05-07,2024-05-06,50,50,25.82,1291.0,4,Received
PO_000324,SUP_001,PRD_0007,WH_4,2024-05-02,2024-05-07,2024-05-07,50,50,26.12,1306.0,5,Received
PO_000325,SUP_004,PRD_0013,WH_4,2024-05-02,2024-05-09,2024-05-08,110,110,26.85,2953.5,6,Received
PO_000326,SUP_007,PRD_0015,WH_1,2024-05-02,2024-05-24,2024-05-22,180,180,36.64,6595.2,20,Received
PO_000327,SUP_004,PRD_0013,WH_2,2024-05-04,2024-05-11,2024-05-11,132,132,26.85,3544.2,7,Received
PO_000328,SUP_002,PRD_0021,WH_1,2024-05-05,2024-05-30,2024-05-26,200,200,31.08,6216.0,21,Received
PO_000329,SUP_002,PRD_0021,WH_4,2024-05-05,2024-05-30,2024-06-18,200,200,31.03,6206.0,44,Received
PO_000330,SUP_002,PRD_0021,WH_5,2024-05-05,2024-05-30,2024-06-04,200,200,31.24,6248.0,30,Received
PO_000331,SUP_006,PRD_0001,WH_5,2024-05-06,2024-05-24,2024-06-05,264,264,49.05,12949.2,30,Received
PO_000332,SUP_006,PRD_0001,WH_2,2024-05-07,2024-05-25,2024-05-21,513,513,47.9,24572.7,14,Received
PO_000333,SUP_007,PRD_0015,WH_3,2024-05-08,2024-05-30,2024-06-09,180,180,36.79,6622.2,32,Received
PO_000334,SUP_004,PRD_0013,WH_1,2024-05-09,2024-05-16,2024-05-14,164,164,27.97,4587.08,5,Received
PO_000335,SUP_004,PRD_0013,WH_5,2024-05-11,2024-05-18,2024-05-21,72,72,27.41,1973.52,10,Received
PO_000336,SUP_004,PRD_0013,WH_3,2024-05-12,2024-05-19,2024-05-20,121,121,26.87,3251.27,8,Received
PO_000337,SUP_001,PRD_0007,WH_1,2024-05-14,2024-05-19,2024-05-18,50,50,26.32,1316.0,4,Received
PO_000338,SUP_001,PRD_0007,WH_2,2024-05-15,2024-05-20,2024-05-30,50,50,26.29,1314.5,15,Received
PO_000339,SUP_004,PRD_0013,WH_4,2024-05-15,2024-05-22,2024-05-24,105,105,27.37,2873.85,9,Received
PO_000340,SUP_007,PRD_0015,WH_4,2024-05-16,2024-06-07,2024-06-16,180,180,37.36,6724.8,31,Received
PO_000341,SUP_004,PRD_0013,WH_2,2024-05-17,2024-05-24,2024-05-26,133,133,27.62,3673.46,9,Received
PO_000342,SUP_006,PRD_0001,WH_1,2024-05-18,2024-06-05,2024-06-11,657,657,50.09,32909.13,24,Received
PO_000343,SUP_006,PRD_0001,WH_3,2024-05-18,2024-06-05,2024-06-09,455,455,49.95,22727.25,22,Received
PO_000344,SUP_006,PRD_0001,WH_4,2024-05-18,2024-06-05,2024-06-09,394,394,49.6,19542.4,22,Received
PO_000345,SUP_007,PRD_0015,WH_5,2024-05-18,2024-06-09,2024-06-09,180,180,37.38,6728.4,22,Received
PO_000346,SUP_001,PRD_0022,WH_1,2024-05-18,2024-05-23,2024-05-24,50,50,27.7,1385.0,6,Received
PO_000347,SUP_004,PRD_0013,WH_1,2024-05-20,2024-05-27,2024-05-25,174,174,27.87,4849.38,5,Received
PO_000348,SUP_002,PRD_0019,WH_3,2024-05-20,2024-06-14,2024-06-01,200,200,23.07,4614.0,12,Received
PO_000349,SUP_003,PRD_0009,WH_3,2024-05-21,2024-05-31,2024-05-30,80,80,18.2,1456.0,9,Received
PO_000350,SUP_007,PRD_0015,WH_2,2024-05-21,2024-06-12,2024-06-20,180,180,36.74,6613.2,30,Received
PO_000351,SUP_001,PRD_0007,WH_3,2024-05-22,2024-05-27,2024-05-27,50,33,26.07,1303.5,5,Partially Received
PO_000352,SUP_001,PRD_0007,WH_4,2024-05-22,2024-05-27,2024-05-27,50,50,26.32,1316.0,5,Received
PO_000353,SUP_006,PRD_0001,WH_2,2024-05-25,2024-06-12,2024-06-12,525,525,47.72,25053.0,18,Received
PO_000354,SUP_001,PRD_0007,WH_1,2024-05-25,2024-05-30,2024-05-29,50,50,26.05,1302.5,4,Received
PO_000355,SUP_002,PRD_0006,WH_1,2024-05-27,2024-06-21,2024-07-08,200,200,5.47,1094.0,42,Received
PO_000356,SUP_004,PRD_0013,WH_5,2024-05-27,2024-06-03,2024-06-03,70,70,26.99,1889.3,7,Received
PO_000357,SUP_004,PRD_0013,WH_3,2024-05-28,2024-06-04,2024-06-01,121,121,27.2,3291.2,4,Received
PO_000358,SUP_002,PRD_0021,WH_3,2024-05-28,2024-06-22,2024-06-24,200,200,32.03,6406.0,27,Received
PO_000359,SUP_004,PRD_0013,WH_4,2024-05-29,2024-06-05,2024-06-07,105,105,27.3,2866.5,9,Received
PO_000360,SUP_004,PRD_0013,WH_1,2024-05-30,2024-06-06,2024-06-04,172,172,27.7,4764.4,5,Received
PO_000361,SUP_004,PRD_0013,WH_2,2024-05-31,2024-06-07,2024-06-06,129,129,27.67,3569.43,6,Received
PO_000362,SUP_001,PRD_0007,WH_3,2024-06-02,2024-06-07,2024-06-06,50,50,26.14,1307.0,4,Received
PO_000363,SUP_001,PRD_0007,WH_1,2024-06-03,2024-06-08,2024-06-09,50,50,25.16,1258.0,6,Received
PO_000364,SUP_006,PRD_0018,WH_2,2024-06-05,2024-06-23,2024-07-04,120,120,24.12,2894.4,29,Received
PO_000365,SUP_007,PRD_0015,WH_1,2024-06-06,2024-06-28,2024-07-11,180,180,36.41,6553.8,35,Received
PO_000366,SUP_004,PRD_0013,WH_3,2024-06-07,2024-06-14,2024-06-15,116,116,27.55,3195.8,8,Received
PO_000367,SUP_006,PRD_0001,WH_5,2024-06-08,2024-06-26,2024-06-20,260,260,49.39,12841.4,12,Received
PO_000368,SUP_001,PRD_0007,WH_4,2024-06-09,2024-06-14,2024-06-13,50,50,25.06,1253.0,4,Received
PO_000369,SUP_004,PRD_0013,WH_5,2024-06-09,2024-06-16,2024-06-21,67,67,28.04,1878.68,12,Received
PO_000370,SUP_001,PRD_0007,WH_2,2024-06-10,2024-06-15,2024-06-15,50,50,24.95,1247.5,5,Received
PO_000371,SUP_002,PRD_0021,WH_1,2024-06-10,2024-07-05,2024-06-27,200,200,32.28,6456.0,17,Received
PO_000372,SUP_001,PRD_0007,WH_5,2024-06-11,2024-06-16,2024-06-18,50,50,25.7,1285.0,7,Received
PO_000373,SUP_004,PRD_0013,WH_4,2024-06-11,2024-06-18,2024-06-16,111,111,28.28,3139.08,5,Received
PO_000374,SUP_006,PRD_0018,WH_4,2024-06-11,2024-06-29,2024-07-05,120,120,24.04,2884.8,24,Received
PO_000375,SUP_006,PRD_0001,WH_4,2024-06-12,2024-06-30,2024-07-03,394,394,47.31,18640.14,21,Received
PO_000376,SUP_004,PRD_0013,WH_1,2024-06-12,2024-06-19,2024-06-20,172,172,27.02,4647.44,8,Received
PO_000377,SUP_004,PRD_0013,WH_2,2024-06-12,2024-06-19,2024-06-17,137,137,27.58,3778.46,5,Received
PO_000378,SUP_006,PRD_0018,WH_3,2024-06-12,2024-06-30,2024-07-02,120,120,24.26,2911.2,20,Received
PO_000379,SUP_001,PRD_0022,WH_2,2024-06-12,2024-06-17,,50,0,26.19,1309.5,,Cancelled
PO_000380,SUP_006,PRD_0001,WH_3,2024-06-13,2024-07-01,2024-07-08,473,473,49.49,23408.77,25,Received
PO_000381,SUP_001,PRD_0022,WH_2,2024-06-13,2024-06-18,2024-06-18,50,43,26.66,1333.0,5,Partially Received
PO_000382,SUP_001,PRD_0007,WH_1,2024-06-14,2024-06-19,2024-06-18,56,56,25.71,1439.76,4,Received
PO_000383,SUP_006,PRD_0001,WH_1,2024-06-15,2024-07-03,2024-07-13,649,649,47.78,31009.22,28,Received
PO_000384,SUP_001,PRD_0007,WH_3,2024-06-15,2024-06-20,2024-06-21,50,50,25.23,1261.5,6,Received
PO_000385,SUP_006,PRD_0001,WH_2,2024-06-16,2024-07-04,2024-07-09,520,520,49.09,25526.8,23,Received
PO_000386,SUP_006,PRD_0018,WH_1,2024-06-16,2024-07-04,2024-06-23,120,120,24.13,2895.6,7,Received
PO_000387,SUP_003,PRD_0009,WH_1,2024-06-17,2024-06-27,2024-06-28,80,80,18.49,1479.2,11,Received
PO_000388,SUP_004,PRD_0013,WH_3,2024-06-18,2024-06-25,2024-07-06,118,118,28.06,3311.08,18,Received
PO_000389,SUP_003,PRD_0009,WH_2,2024-06-20,2024-06-30,2024-06-27,80,80,18.5,1480.0,7,Received
PO_000390,SUP_004,PRD_0013,WH_2,2024-06-21,2024-06-28,2024-06-26,133,133,27.32,3633.56,5,Received
PO_000391,SUP_004,PRD_0013,WH_4,2024-06-21,2024-06-28,2024-06-25,109,109,27.6,3008.4,4,Received
PO_000392,SUP_001,PRD_0022,WH_1,2024-06-21,2024-06-26,2024-06-25,50,50,27.22,1361.0,4,Received
PO_000393,SUP_001,PRD_0007,WH_4,2024-06-22,2024-06-27,2024-06-25,50,50,26.38,1319.0,3,Received
PO_000394,SUP_004,PRD_0013,WH_5,2024-06-23,2024-06-30,2024-07-03,67,67,27.07,1813.69,10,Received
PO_000395,SUP_001,PRD_0007,WH_1,2024-06-24,2024-06-29,2024-06-29,50,50,26.35,1317.5,5,Received
PO_000396,SUP_001,PRD_0007,WH_2,2024-06-24,2024-06-29,2024-06-30,50,50,25.53,1276.5,6,Received
PO_000397,SUP_006,PRD_0001,WH_5,2024-06-25,2024-07-13,2024-07-17,255,255,47.63,12145.65,22,Received
PO_000398,SUP_004,PRD_0013,WH_1,2024-06-25,2024-07-02,2024-07-02,167,167,27.55,4600.85,7,Received
PO_000399,SUP_001,PRD_0007,WH_3,2024-07-01,2024-07-06,2024-07-05,50,50,25.41,1270.5,4,Received
PO_000400,SUP_004,PRD_0013,WH_2,2024-07-01,2024-07-08,2024-07-09,132,132,27.09,3575.88,8,Received
PO_000401,SUP_004,PRD_0013,WH_4,2024-07-02,2024-07-09,2024-07-09,108,108,27.68,2989.44,7,Received
PO_000402,SUP_006,PRD_0018,WH_5,2024-07-03,2024-07-21,2024-07-18,120,120,24.22,2906.4,15,Received
PO_000403,SUP_001,PRD_0007,WH_2,2024-07-05,2024-07-10,2024-07-13,50,50,26.15,1307.5,8,Received
PO_000404,SUP_001,PRD_0007,WH_4,2024-07-05,2024-07-10,2024-07-10,50,50,24.94,1247.0,5,Received
PO_000405,SUP_001,PRD_0007,WH_5,2024-07-05,2024-07-10,2024-07-10,50,50,26.02,1301.0,5,Received
PO_000406,SUP_007,PRD_0015,WH_3,2024-07-05,2024-07-27,2024-07-19,180,180,36.33,6539.4,14,Received
PO_000407,SUP_006,PRD_0001,WH_4,2024-07-06,2024-07-24,2024-07-23,402,402,47.85,19235.7,17,Received
PO_000408,SUP_001,PRD_0007,WH_1,2024-07-06,2024-07-11,2024-07-10,50,50,25.91,1295.5,4,Received
PO_000409,SUP_004,PRD_0013,WH_1,2024-07-08,2024-07-15,2024-07-13,179,179,27.47,4917.13,5,Received
PO_000410,SUP_004,PRD_0013,WH_5,2024-07-08,2024-07-15,2024-07-13,68,68,27.3,1856.4,5,Received
PO_000411,SUP_002,PRD_0021,WH_2,2024-07-08,2024-08-02,,200,0,31.87,6374.0,,Cancelled
PO_000412,SUP_002,PRD_0021,WH_1,2024-07-09,2024-08-03,2024-08-08,200,200,30.84,6168.0,30,Received
PO_000413,SUP_002,PRD_0021,WH_2,2024-07-09,2024-08-03,2024-07-24,200,200,31.75,6350.0,15,Received
PO_000414,SUP_004,PRD_0013,WH_3,2024-07-11,2024-07-18,2024-07-18,116,116,27.73,3216.68,7,Received
PO_000415,SUP_001,PRD_0022,WH_2,2024-07-11,2024-07-16,2024-07-15,50,50,27.65,1382.5,4,Received
PO_000416,SUP_004,PRD_0013,WH_4,2024-07-12,2024-07-19,2024-07-18,105,105,27.47,2884.35,6,Received
PO_000417,SUP_006,PRD_0001,WH_2,2024-07-13,2024-07-31,2024-08-08,508,508,49.27,25029.16,26,Received
PO_000418,SUP_006,PRD_0001,WH_3,2024-07-13,2024-07-31,2024-07-24,460,460,49.19,22627.4,11,Received
PO_000419,SUP_007,PRD_0015,WH_2,2024-07-13,2024-08-04,2024-08-12,180,180,35.55,6399.0,30,Received
PO_000420,SUP_001,PRD_0007,WH_3,2024-07-14,2024-07-19,2024-07-21,50,50,25.45,1272.5,7,Received
PO_000421,SUP_004,PRD_0013,WH_2,2024-07-14,2024-07-21,2024-07-23,138,138,27.32,3770.16,9,Received
PO_000422,SUP_001,PRD_0022,WH_1,2024-07-14,2024-07-19,2024-07-18,50,50,26.7,1335.0,4,Received
PO_000423,SUP_001,PRD_0007,WH_1,2024-07-16,2024-07-21,2024-07-20,50,50,25.0,1250.0,4,Received
PO_000424,SUP_006,PRD_0001,WH_1,2024-07-17,2024-08-04,2024-08-22,628,628,50.05,31431.4,36,Received
PO_000425,SUP_001,PRD_0007,WH_2,2024-07-17,2024-07-22,2024-07-20,50,50,25.32,1266.0,3,Received
PO_000426,SUP_001,PRD_0007,WH_4,2024-07-17,2024-07-22,2024-07-22,50,50,26.37,1318.5,5,Received
PO_000427,SUP_007,PRD_0015,WH_4,2024-07-17,2024-08-08,2024-07-24,180,180,35.66,6418.8,7,Received
PO_000428,SUP_002,PRD_0021,WH_4,2024-07-17,2024-08-11,2024-08-15,200,147,32.36,6472.0,29,Partially Received
PO_000429,SUP_004,PRD_0013,WH_5,2024-07-18,2024-07-25,2024-07-27,67,67,27.49,1841.83,9,Received
PO_000430,SUP_002,PRD_0012,WH_4,2024-07-20,2024-08-14,2024-08-01,200,200,6.14,1228.0,12,Received
PO_000431,SUP_004,PRD_0013,WH_1,2024-07-20,2024-07-27,2024-07-25,181,181,26.97,4881.57,5,Received
PO_000432,SUP_006,PRD_0001,WH_5,2024-07-21,2024-08-08,2024-07-31,261,261,47.4,12371.4,10,Received
PO_000433,SUP_002,PRD_0021,WH_3,2024-07-21,2024-08-15,2024-08-29,200,200,31.33,6266.0,39,Received
PO_000434,SUP_004,PRD_0013,WH_4,2024-07-23,2024-07-30,2024-08-03,104,104,27.83,2894.32,11,Received
PO_000435,SUP_003,PRD_0009,WH_3,2024-07-24,2024-08-03,2024-07-31,80,80,18.94,1515.2,7,Received
PO_000436,SUP_004,PRD_0013,WH_3,2024-07-24,2024-07-31,2024-07-29,118,118,28.03,3307.54,5,Received
PO_000437,SUP_001,PRD_0007,WH_1,2024-07-25,2024-07-30,2024-08-01,50,50,25.53,1276.5,7,Received
PO_000438,SUP_001,PRD_0007,WH_5,2024-07-25,2024-07-30,2024-07-30,50,50,26.17,1308.5,5,Received
PO_000439,SUP_006,PRD_0018,WH_1,2024-07-25,2024-08-12,2024-08-14,120,120,25.1,3012.0,20,Received
PO_000440,SUP_002,PRD_0012,WH_2,2024-07-26,2024-08-20,2024-08-19,200,200,5.93,1186.0,24,Received
PO_000441,SUP_007,PRD_0015,WH_1,2024-07-27,2024-08-18,2024-08-21,180,180,37.54,6757.2,25,Received
